;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";133.18;467.28;5528.98;;0;89.13;23.74;0.05;93.19
"triceps_brachii_long_(right)";71.14;184.27;19046.88;;1;80.62;22.05;;93.03
;;;;;2;91.82;25.53;;93.43
;;;;;3;99.19;26.85;;94.02
;;;;;4;84.28;29.73;;94.44
;;;;;5;79.35;29.53;;94.56
;;;;;6;84.96;23.81;;94.51
;;;;;7;86.02;24.13;;94.56
;;;;;8;73.82;24.51;;94.72
;;;;;9;58.11;23.25;;94.9
;;;;;10;62.01;21.97;;95.03
;;;;;11;68.31;22.77;;95
;;;;;12;68.64;23.11;;94.9
;;;;;13;68.27;22.45;;94.81
;;;;;14;66.2;28.96;;94.75
;;;;;15;76.89;147.95;;94.43
;;;;;16;66.21;171.84;;93.81
;;;;;17;100.42;98.53;;93.43
;;;;;18;199.62;97.39;;93.59
;;;;;19;329.27;139.73;;93.91
;;;;;20;300.79;115.76;;94.04
;;;;;21;120.94;58.21;;94.04
;;;;;22;53.11;56.65;;94.06
;;;;;23;29.09;68.73;;94.15
;;;;;24;19.64;68.38;;94.19
;;;;;25;112.98;79;;94.12
;;;;;26;220.5;123.11;;94.06
;;;;;27;283.77;127.34;;94.09
;;;;;28;216.48;81.59;;94.12
;;;;;29;54.45;46.34;;94.1
;;;;;30;30.26;48.59;;93.99
;;;;;31;25.54;79.66;;93.8
;;;;;32;40.61;80.26;;93.65
;;;;;33;122.11;59.72;;93.52
;;;;;34;375.38;160.51;;93.4
;;;;;35;442.26;178.81;;93.34
;;;;;36;282.55;97.2;;93.37
;;;;;37;112.1;42.9;;93.42
;;;;;38;46.23;47.01;;93.49
;;;;;39;37.37;58.4;;93.51
;;;;;40;33.98;56.07;;93.42
;;;;;41;124.18;77.68;;93.23
;;;;;42;257.83;119.11;;93
;;;;;43;367.19;136.54;;92.8
;;;;;44;290.47;101.06;;92.63
;;;;;45;55.07;46.54;;92.5
;;;;;46;45.08;52.33;;92.4
;;;;;47;26.04;54.59;;92.31
;;;;;48;24.4;60.49;;92.17
;;;;;49;109.46;60.08;;91.97
;;;;;50;147.41;74.52;;91.73
;;;;;51;463.76;184.27;;91.48
;;;;;52;467.28;179.4;;91.28
;;;;;53;125.7;55.13;;91.16
;;;;;54;54.74;39.89;;91.06
;;;;;55;30.33;54.68;;90.91
;;;;;56;23.93;60.22;;90.86
;;;;;57;81.54;48.73;;90.96
;;;;;58;191.98;73.82;;90.95
;;;;;59;291.67;86.29;;90.76
;;;;;60;269.23;100.94;;90.53
;;;;;61;141.45;94.31;;90.29
;;;;;62;73.92;129.41;;90.02
;;;;;63;63.05;147.77;;89.76
;;;;;64;34.51;91.9;;89.53
;;;;;65;96.42;69.1;;89.4
;;;;;66;355.68;110.05;;89.3
;;;;;67;392.43;114.96;;89.04
;;;;;68;199.28;74.4;;88.75
;;;;;69;68.69;51.65;;88.61
;;;;;70;45.47;85.36;;88.63
;;;;;71;35.55;94.86;;88.65
;;;;;72;57.35;61.12;;88.53
;;;;;73;135.41;50;;88.35
;;;;;74;183.35;76.24;;88.21
;;;;;75;322.75;127.88;;88.02
;;;;;76;296.97;114.14;;87.76
;;;;;77;80.33;40.96;;87.53
;;;;;78;76.62;56.66;;87.44
;;;;;79;43.23;67.86;;87.38
;;;;;80;70.3;56.92;;85.64
;;;;;81;139.82;72.9;;79.09
;;;;;82;185.58;104.19;;66.92
;;;;;83;283.68;142.76;;50.83
;;;;;84;248.5;126.49;;32.26
;;;;;85;62.65;57.12;;10.17
;;;;;86;57.65;49.21;;-15.76
;;;;;87;20.89;50.7;;-41.79
;;;;;88;72.2;47.71;;-63.27
;;;;;89;168.75;98.96;;-77.03
;;;;;90;341.67;160.55;;-83.83
;;;;;91;328.59;135.01;;-85.94
;;;;;92;186.64;49.21;;-85.43
;;;;;93;156.51;38.19;;-83.83
;;;;;94;87.19;24.53;;-79.4
;;;;;95;72.66;20.56;;-69.6
;;;;;96;57.66;18.26;;-54.21
;;;;;97;52.98;18.44;;-35.23
;;;;;98;60.23;19.65;;-14.26
;;;;;99;64.6;18.97;;7.87
;;;;;100;61.49;16.84;;29.02
;;;;;101;52.61;15.11;;47.89
;;;;;102;48.71;15.01;;64.1
;;;;;103;50.55;14.67;;78.36
;;;;;104;8.41;10.24;;91.61
;;;;;;105;;;103.66
;;;;;;106;;;112.69
;;;;;;107;;;116.15
;;;;;;108;;;114.94
;;;;;;109;;;112.84
;;;;;;110;;;111.98
;;;;;;111;;;111.32
;;;;;;112;;;108.49
;;;;;;113;;;102.23
;;;;;;114;;;92.36
;;;;;;115;;;79.02
;;;;;;116;;;61.89
;;;;;;117;;;40.71
;;;;;;118;;;16.65
;;;;;;119;;;-8.71
;;;;;;120;;;-32.69
;;;;;;121;;;-50.67
;;;;;;122;;;-61.91
;;;;;;123;;;-69.43
;;;;;;124;;;-74.46
;;;;;;125;;;-77.16
;;;;;;126;;;-78.19
;;;;;;127;;;-78.09
;;;;;;128;;;-76.97
;;;;;;129;;;-75.31
;;;;;;130;;;-73.14
;;;;;;131;;;-70.27
;;;;;;132;;;-66.45
;;;;;;133;;;-61.37
;;;;;;134;;;-54.91
;;;;;;135;;;-46.74
;;;;;;136;;;-35.76
;;;;;;137;;;-20.09
;;;;;;138;;;0.37
;;;;;;139;;;22.86
;;;;;;140;;;43.96
;;;;;;141;;;62.86
;;;;;;142;;;80.28
;;;;;;143;;;96.67
;;;;;;144;;;113.25
;;;;;;145;;;125.88
;;;;;;146;;;128.76
;;;;;;147;;;124.34
;;;;;;148;;;118.68
;;;;;;149;;;115.03
;;;;;;150;;;112.5
;;;;;;151;;;108.62
;;;;;;152;;;102.32
;;;;;;153;;;93.67
;;;;;;154;;;82.71
;;;;;;155;;;67.94
;;;;;;156;;;49.03
;;;;;;157;;;28.86
;;;;;;158;;;7.49
;;;;;;159;;;-14.04
;;;;;;160;;;-32.97
;;;;;;161;;;-49.16
;;;;;;162;;;-63.13
;;;;;;163;;;-74.13
;;;;;;164;;;-81.43
;;;;;;165;;;-85.74
;;;;;;166;;;-87.8
;;;;;;167;;;-88.92
;;;;;;168;;;-89.87
;;;;;;169;;;-89.94
;;;;;;170;;;-88.53
;;;;;;171;;;-85.73
;;;;;;172;;;-81.05
;;;;;;173;;;-74.06
;;;;;;174;;;-65.72
;;;;;;175;;;-55.67
;;;;;;176;;;-41.57
;;;;;;177;;;-23.39
;;;;;;178;;;-2.75
;;;;;;179;;;18.53
;;;;;;180;;;39.25
;;;;;;181;;;58.98
;;;;;;182;;;78.06
;;;;;;183;;;98.67
;;;;;;184;;;119.14
;;;;;;185;;;129.78
;;;;;;186;;;129.97
;;;;;;187;;;129
;;;;;;188;;;129.26
;;;;;;189;;;128.55
;;;;;;190;;;126.6
;;;;;;191;;;124.1
;;;;;;192;;;120.57
;;;;;;193;;;115.08
