;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";51.82;161.52;1621.75;;0;112.98;37.52;0.05;52.37
"triceps_brachii_long_(right)";30.49;66.98;19046.88;;1;113.91;37.18;;52.49
;;;;;2;37.33;23.52;;52.53
;;;;;3;29.02;16.65;;52.89
;;;;;4;35.42;16.72;;53.97
;;;;;5;35.72;17.34;;56.01
;;;;;6;29.99;14.88;;59.14
;;;;;7;29.62;11.87;;62.92
;;;;;8;28.94;12.08;;66.89
;;;;;9;25.07;11.76;;70.62
;;;;;10;23.24;11.4;;73.11
;;;;;11;25.2;9.94;;73.54
;;;;;12;24.16;8.71;;72.32
;;;;;13;22.21;8.68;;70.66
;;;;;14;24.64;9.1;;69.62
;;;;;15;25.61;9.67;;69.59
;;;;;16;25.9;9.35;;70.07
;;;;;17;25.16;9.13;;70.3
;;;;;18;24.6;9.02;;70
;;;;;19;24.71;9.31;;69.55
;;;;;20;23.77;18;;69.39
;;;;;21;62.15;19.57;;69.49
;;;;;22;64.78;50.96;;69.6
;;;;;23;84.61;62.92;;69.57
;;;;;24;97.71;49.02;;69.46
;;;;;25;78.27;44.19;;69.44
;;;;;26;71.7;41.77;;69.52
;;;;;27;86.08;49.08;;69.64
;;;;;28;85.63;53.61;;69.73
;;;;;29;55.8;44.76;;69.79
;;;;;30;37.42;30.78;;69.85
;;;;;31;30.44;16.52;;69.96
;;;;;32;35.8;16.5;;70.11
;;;;;33;29.4;36.45;;70.29
;;;;;34;30.87;54.71;;70.43
;;;;;35;98.64;66.98;;70.48
;;;;;36;120.86;62.32;;70.45
;;;;;37;84.98;44.7;;70.38
;;;;;38;98.88;37.38;;70.31
;;;;;39;99.48;42.2;;70.26
;;;;;40;47.4;37.57;;70.11
;;;;;41;30.36;16.58;;69.91
;;;;;42;31.3;11.41;;69.77
;;;;;43;34.95;15.14;;69.71
;;;;;44;32.11;16.9;;69.7
;;;;;45;24.24;25.32;;69.69
;;;;;46;24.23;30.17;;69.7
;;;;;47;42.43;28.64;;69.78
;;;;;48;66.87;39.38;;69.96
