;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";61.61;259.58;5528.98;;0;56.03;7.81;0.05;70.33
"triceps_brachii_long_(right)";26.3;105.97;19046.88;;1;58.39;7.88;;69.97
;;;;;2;67.56;7.81;;69.6
;;;;;3;58.5;9.71;;69.52
;;;;;4;39.23;31.98;;69.57
;;;;;5;29.18;57.9;;69.54
;;;;;6;27.52;67.64;;69.46
;;;;;7;19.58;52.57;;69.28
;;;;;8;56.9;30.09;;68.87
;;;;;9;80.38;28.17;;68.42
;;;;;10;75.24;40.44;;68.23
;;;;;11;71.95;39.76;;68.17
;;;;;12;71.6;23.11;;67.98
;;;;;13;61.44;12.95;;67.87
;;;;;14;49.56;12.1;;68.11
;;;;;15;38.09;19.26;;68.62
;;;;;16;25.35;22.69;;69.12
;;;;;17;16.46;33.61;;69.41
;;;;;18;16.2;35.2;;69.45
;;;;;19;66.44;23.46;;69.28
;;;;;20;81.38;26.68;;68.68
;;;;;21;69.43;30.8;;67.1
;;;;;22;71.81;25.85;;63.6
;;;;;23;76.15;17.52;;58.03
;;;;;24;73.29;10.71;;52.1
;;;;;25;54.82;8.64;;47.08
;;;;;26;38.67;12.26;;42.08
;;;;;27;30.31;15.51;;35.85
;;;;;28;15.64;32.17;;27.87
;;;;;29;17.28;38.92;;16.61
;;;;;30;33.94;28.52;;0.25
;;;;;31;48.45;17.99;;-20.71
;;;;;32;101.69;17.96;;-41.96
;;;;;33;127.88;21.65;;-54.93
;;;;;34;122.69;20.11;;-58.18
;;;;;35;102.47;12.71;;-58.13
;;;;;36;73.07;14.76;;-57.68
;;;;;37;63.46;15.31;;-56.93
;;;;;38;42.38;8.33;;-55.69
;;;;;39;15.96;8.28;;-54.25
;;;;;40;8.25;22.8;;-53.14
;;;;;41;46.94;29.83;;-52.23
;;;;;42;64.97;27.34;;-51.18
;;;;;43;72.15;24.89;;-49.94
;;;;;44;69.69;25.02;;-48.34
;;;;;45;61.77;21.6;;-45.97
;;;;;46;55.2;13.09;;-42.43
;;;;;47;47.23;8.28;;-37.34
;;;;;48;65.26;14.25;;-30.35
;;;;;49;58.51;14.81;;-21.74
;;;;;50;23.23;15.74;;-12.1
;;;;;51;12.73;32.18;;-1.87
;;;;;52;17.68;35.93;;8.5
;;;;;53;41.55;27.25;;19
;;;;;54;60.27;20.73;;28.96
;;;;;55;106.16;18.79;;37.73
;;;;;56;213.07;21.14;;46.02
;;;;;57;259.58;21.31;;54.57
;;;;;58;200.62;19.14;;64.56
;;;;;59;107.72;14.56;;76.81
;;;;;60;51.22;27.54;;88.45
;;;;;61;22.66;54.16;;94.9
;;;;;62;21.78;63.57;;95.03
;;;;;63;29.24;46.77;;91.96
;;;;;64;50.92;27.71;;89.39
;;;;;65;54.84;25.83;;88.21
;;;;;66;59.66;25.66;;87.6
;;;;;67;78.14;26.61;;86.95
;;;;;68;87.44;19.42;;86.23
;;;;;69;84.79;16.35;;85.56
;;;;;70;60.36;16.83;;84.92
;;;;;71;27.11;34.54;;84.3
;;;;;72;29.8;66.99;;83.65
;;;;;73;26.94;68.93;;82.76
