;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";87.58;307.01;5528.98;;0;21.84;24.07;0.05;66.24
"triceps_brachii_long_(right)";56.15;175.49;19046.88;;1;22.86;24.79;;66.04
;;;;;2;24.41;27.6;;65.77
;;;;;3;27.09;30.34;;65.5
;;;;;4;29.82;32.16;;65.44
;;;;;5;30.12;31.03;;65.5
;;;;;6;28.93;29.34;;65.45
;;;;;7;24.69;26.54;;65.32
;;;;;8;25.11;25.55;;65.24
;;;;;9;25.85;24.92;;65.28
;;;;;10;23;22.68;;65.36
;;;;;11;22.56;24.88;;65.4
;;;;;12;21.27;23.89;;65.32
;;;;;13;22.5;22.75;;65.17
;;;;;14;22.01;24.11;;65.14
;;;;;15;22.21;24.56;;65.33
;;;;;16;48.41;54.1;;65.61
;;;;;17;68.77;114.83;;65.86
;;;;;18;94;108.71;;65.95
;;;;;19;110.56;47.48;;65.82
;;;;;20;142.57;68.7;;65.58
;;;;;21;129.1;76.38;;65.33
;;;;;22;82.11;70;;65.13
;;;;;23;81.58;108.65;;65.01
;;;;;24;60.56;108.73;;64.93
;;;;;25;242.37;61.41;;64.79
;;;;;26;251.87;49.99;;64.53
;;;;;27;94.33;49.23;;64.35
;;;;;28;86.62;52.23;;64.38
;;;;;29;83.41;67.13;;64.4
;;;;;30;118.66;56.36;;64.34
;;;;;31;147.09;38.85;;64.26
;;;;;32;138.41;71.88;;64.26
;;;;;33;118.77;74.06;;64.31
;;;;;34;84.58;57.99;;64.39
;;;;;35;98.93;175.49;;64.44
;;;;;36;156.35;171.06;;64.47
;;;;;37;307.01;50.56;;64.47
;;;;;38;299.2;73.16;;64.45
;;;;;39;117.26;67.85;;64.47
;;;;;40;50.01;53.31;;64.53
;;;;;41;61.87;61.32;;64.5
;;;;;42;65.86;54.18;;64.4
;;;;;43;84;47.14;;64.3
;;;;;44;106.83;60.82;;64
;;;;;45;101.59;55.38;;63.45
;;;;;46;78.71;50.51;;62.9
;;;;;47;57.54;52.43;;62.61
;;;;;48;80.57;46.3;;62.72
;;;;;49;110.09;40.45;;63.17
;;;;;50;116.63;49.45;;63.71
;;;;;51;110.88;62.43;;63.88
;;;;;52;89.32;54.69;;63.43
;;;;;53;55.78;103.89;;62.63
;;;;;54;95.35;117.69;;62.05
;;;;;55;113.2;67.52;;61.92
;;;;;56;90.19;42.01;;62.02
;;;;;57;104.84;59.08;;62.14
;;;;;58;100.29;56.78;;62.29
;;;;;59;73.27;75.34;;62.52
;;;;;60;59.05;119.77;;62.85
;;;;;61;65.16;100.47;;63.21
;;;;;62;103.9;49.25;;63.41
;;;;;63;110.21;57.75;;63.32
