;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";106.35;349.59;5528.98;;0;28.05;17.29;0.05;80.36
"triceps_brachii_long_(right)";60.64;220.24;19046.88;;1;30.64;19.58;;81.03
;;;;;2;22.72;20.2;;81.24
;;;;;3;20.54;32.43;;81.25
;;;;;4;22.56;31.99;;81.26
;;;;;5;22.82;21.37;;81.19
;;;;;6;24.25;22.32;;80.98
;;;;;7;23.8;22.16;;80.58
;;;;;8;24.41;20.9;;79.81
;;;;;9;23.3;16.12;;78.61
;;;;;10;23.34;17.14;;77.22
;;;;;11;22.62;16.96;;75.8
;;;;;12;18.96;13.85;;74.47
;;;;;13;22.37;15.97;;73.37
;;;;;14;24.3;16.35;;72.7
;;;;;15;22.54;16.06;;72.46
;;;;;16;27.84;19.91;;72.4
;;;;;17;34.32;20.46;;72.33
;;;;;18;30.92;18.13;;72.17
;;;;;19;28.79;18.17;;71.87
;;;;;20;26.59;16.91;;71.53
;;;;;21;19.89;18.28;;71.28
;;;;;22;19.49;21.29;;70.95
;;;;;23;24.53;19.62;;70.16
;;;;;24;82.19;68.06;;68.74
;;;;;25;220.73;102.18;;67.01
;;;;;26;323.81;112.69;;65.38
;;;;;27;259.8;111.05;;64.13
;;;;;28;78.2;89.61;;63.47
;;;;;29;51.47;54.64;;63.45
;;;;;30;106;191.3;;63.92
;;;;;31;131.3;220.24;;64.55
;;;;;32;181.28;153.4;;65.2
;;;;;33;176.68;133.95;;65.86
;;;;;34;98.97;117.55;;66.4
;;;;;35;71.79;81.88;;66.74
;;;;;36;94.38;36.31;;66.9
;;;;;37;124.65;70.22;;66.99
;;;;;38;147.01;105.55;;67.06
;;;;;39;147.01;127.42;;67.14
;;;;;40;214.39;103.71;;67.25
;;;;;41;212.76;45.44;;67.36
;;;;;42;124.7;22.85;;67.43
;;;;;43;112.15;60.03;;67.5
;;;;;44;271.4;96.63;;67.59
;;;;;45;310.36;116.15;;67.64
;;;;;46;203.02;119.45;;67.65
;;;;;47;133.34;84.25;;67.7
;;;;;48;73.52;20.19;;67.71
;;;;;49;140.5;70.86;;67.6
;;;;;50;249.37;98.52;;67.42
;;;;;51;249.5;91.48;;67.27
;;;;;52;205.08;89.41;;67.21
;;;;;53;164.29;70.14;;67.22
;;;;;54;65.23;19.06;;67.31
;;;;;55;91.63;50.12;;67.44
;;;;;56;126.48;74.25;;67.48
;;;;;57;241.15;94.44;;67.24
;;;;;58;225.72;89.88;;66.67
;;;;;59;82.28;103.47;;66.22
;;;;;60;70.59;92.58;;66.25
;;;;;61;63.94;26.2;;66.7
;;;;;62;154.97;85.11;;67.38
;;;;;63;230.54;100.46;;68.02
;;;;;64;204.27;71.21;;68.43
;;;;;65;104.43;56.25;;68.56
;;;;;66;57.33;44.7;;68.48
;;;;;67;73.97;29.11;;68.35
;;;;;68;151.54;64.14;;68.27
;;;;;69;201.76;106.91;;68.24
;;;;;70;177.03;105.36;;68.24
;;;;;71;136.53;87.44;;68.26
;;;;;72;106.96;65.57;;68.29
;;;;;73;84.47;28.87;;68.28
;;;;;74;205.77;58.13;;68.27
;;;;;75;259.78;84.06;;68.29
;;;;;76;219.6;97.39;;68.38
;;;;;77;157.47;96.9;;68.51
