;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";77.94;166.53;5528.98;;0;66.42;21.84;0.05;58.04
"triceps_brachii_long_(right)";54.58;212.9;19046.88;;1;72.7;23.52;;58.07
;;;;;2;75.12;23.08;;58.1
;;;;;3;71.86;21.97;;58.15
;;;;;4;62.97;24.73;;58.13
;;;;;5;61.45;23.79;;58.02
;;;;;6;70.63;22.92;;57.91
;;;;;7;71.34;22.99;;57.9
;;;;;8;66.18;22.65;;57.94
;;;;;9;66.86;23.07;;57.97
;;;;;10;62.15;23.61;;57.96
;;;;;11;58.87;27.82;;57.96
;;;;;12;61.94;26.76;;57.97
;;;;;13;61.57;21.33;;57.95
;;;;;14;62.78;22.31;;57.93
;;;;;15;66.23;21.85;;57.92
;;;;;16;65.68;21.11;;57.87
;;;;;17;63.52;26.02;;57.83
;;;;;18;71.41;27.23;;57.85
;;;;;19;74.28;26.52;;57.92
;;;;;20;75.32;26.11;;58.01
;;;;;21;66.39;25.81;;58.1
;;;;;22;48.69;51.38;;58.16
;;;;;23;43.67;112.09;;58.16
;;;;;24;43.21;124.76;;58.17
;;;;;25;96.55;83.44;;58.17
;;;;;26;146.86;56.21;;58.1
;;;;;27;135.88;55.9;;58.02
;;;;;28;97.4;57.51;;57.95
;;;;;29;97.73;60.11;;57.91
;;;;;30;87.82;53.47;;57.91
;;;;;31;58.46;33.42;;57.91
;;;;;32;43.97;17.8;;57.89
;;;;;33;47.99;118.73;;57.81
;;;;;34;49.49;212.9;;57.7
;;;;;35;79.63;187.62;;57.62
;;;;;36;116.11;72.05;;57.58
;;;;;37;143.69;52.55;;57.53
;;;;;38;136.16;51.8;;57.51
;;;;;39;104.35;55.61;;57.52
;;;;;40;111.16;53.5;;57.54
;;;;;41;96.3;35.72;;57.54
;;;;;42;47.18;21.57;;57.55
;;;;;43;41.25;20.02;;57.56
;;;;;44;39.83;50.12;;57.55
;;;;;45;43.96;73.64;;57.52
;;;;;46;70.54;60.61;;57.5
;;;;;47;97.7;38.17;;57.49
;;;;;48;107.43;45.72;;57.45
;;;;;49;90.82;56.09;;57.44
;;;;;50;89.94;59.33;;57.49
;;;;;51;86.13;42.56;;57.55
;;;;;52;56.09;19.66;;57.57
;;;;;53;64.88;19.62;;57.57
;;;;;54;69.1;52.48;;57.55
;;;;;55;51.7;167.48;;57.51
;;;;;56;53.35;168.61;;57.45
;;;;;57;95.07;62.56;;57.39
;;;;;58;113.88;43.94;;57.38
;;;;;59;100.62;46.08;;57.33
;;;;;60;85.77;55.5;;57.19
;;;;;61;95.23;62.26;;57.04
;;;;;62;84.06;46.37;;57.04
;;;;;63;43.95;19.87;;57.13
;;;;;64;49.68;18.59;;57.22
;;;;;65;58.56;50.2;;57.26
;;;;;66;52.65;118.2;;57.22
;;;;;67;49.6;141.01;;57.11
;;;;;68;87.1;102.03;;56.97
;;;;;69;109.24;51.44;;56.89
;;;;;70;108.85;40.79;;56.91
;;;;;71;106.61;53.48;;56.97
;;;;;72;131.15;82.35;;57.05
;;;;;73;121.83;69.82;;57.07
;;;;;74;69.16;20.89;;57
;;;;;75;75.06;21.93;;56.88
;;;;;76;67.07;35.29;;56.74
;;;;;77;46.77;133.26;;56.69
;;;;;78;46.95;198.6;;56.75
;;;;;79;72.25;162.65;;56.84
;;;;;80;100.81;67.88;;56.87
;;;;;81;112.15;42.64;;56.9
;;;;;82;100.84;44.67;;56.98
;;;;;83;155.05;102.05;;57.08
;;;;;84;166.53;113.98;;57.16
;;;;;85;91.72;62.68;;57.17
;;;;;86;57.86;21.84;;57.13
;;;;;87;59.24;22.71;;57.08
;;;;;88;47.54;46.72;;57.04
;;;;;89;38.88;53.79;;57.04
;;;;;90;64.4;38.37;;57.1
;;;;;91;95.22;31.93;;57.15
;;;;;92;109.81;36.79;;57.02
;;;;;93;107.57;37.87;;56.77
;;;;;94;97.74;46.93;;56.55
;;;;;95;108.63;58.45;;56.5
;;;;;96;100.59;45.44;;56.67
;;;;;97;66.92;26.31;;56.97
;;;;;98;56.71;23.45;;57.3
;;;;;99;46.6;65.91;;57.54
;;;;;100;36.7;110.45;;57.65
;;;;;101;64.07;92.76;;57.63
;;;;;102;90.59;40.56;;57.58
;;;;;103;95.1;39.08;;57.53
;;;;;104;98.42;35.74;;57.5
;;;;;105;93.73;44.26;;57.51
;;;;;106;75.92;50.04;;57.48
;;;;;107;71.32;38.6;;57.31
;;;;;108;62.23;18.51;;57.07
;;;;;109;69.86;18.33;;56.51
;;;;;110;67.17;31.7;;54.76
;;;;;111;45.74;132.9;;50.73
;;;;;112;39.37;145.24;;43.79
;;;;;113;64.02;70.26;;34.06
;;;;;114;117.01;43.7;;22.7
;;;;;115;153.16;49.94;;11.82
;;;;;116;131.2;45.16;;2.84
;;;;;117;100.59;51.77;;-3.7
;;;;;118;95.06;47.81;;-9.46
;;;;;119;65.02;24.66;;-16.89
;;;;;120;54.7;18.83;;-26.98
;;;;;121;70.88;17.88;;-38.2
;;;;;122;63.57;38.1;;-46.87
;;;;;123;40.05;129.5;;-51.26
;;;;;124;47.82;137.74;;-53.15
;;;;;125;95.23;65.84;;-55.01
;;;;;126;123.37;45.36;;-57.04
;;;;;127;110.54;44.44;;-58.58
;;;;;128;82.85;38.87;;-59.86
;;;;;129;66.1;38.71;;-61.08
;;;;;130;61.95;33.47;;-61.52
;;;;;131;58.59;25.57;;-60.16
;;;;;132;55.93;25.79;;-57.26
;;;;;133;48.14;26.79;;-52.91
;;;;;134;45.03;23.09;;-46.72
;;;;;135;44.17;18.99;;-39.31
;;;;;136;45.83;19.78;;-31.18
;;;;;;137;;;-23.31
;;;;;;138;;;-16.24
;;;;;;139;;;-9.56
;;;;;;140;;;-2.8
;;;;;;141;;;3.93
;;;;;;142;;;10.63
;;;;;;143;;;17.78
;;;;;;144;;;25.55
;;;;;;145;;;33.39
;;;;;;146;;;40.4
;;;;;;147;;;46.23
;;;;;;148;;;50.98
;;;;;;149;;;54.96
;;;;;;150;;;58.23
;;;;;;151;;;60.73
;;;;;;152;;;62.54
;;;;;;153;;;63.78
;;;;;;154;;;64.48
;;;;;;155;;;64.78
;;;;;;156;;;64.83
;;;;;;157;;;64.79
;;;;;;158;;;64.82
;;;;;;159;;;64.81
;;;;;;160;;;64.52
;;;;;;161;;;63.76
;;;;;;162;;;62.08
;;;;;;163;;;59.13
;;;;;;164;;;54.91
;;;;;;165;;;49.35
;;;;;;166;;;41.95
;;;;;;167;;;33
;;;;;;168;;;23.64
;;;;;;169;;;13.94
;;;;;;170;;;4.74
