;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";73.08;218.12;5528.98;;0;25.02;167.01;0.05;79.4
"triceps_brachii_long_(right)";128.39;196.91;19046.88;;1;32.7;164.25;;79.32
;;;;;2;37.08;164.67;;79.23
;;;;;3;30.62;166.25;;79.14
;;;;;4;27.24;162.27;;79
;;;;;5;31.49;159.27;;78.87
;;;;;6;33.78;158.69;;78.77
;;;;;7;29;156.2;;78.73
;;;;;8;26.84;154.89;;78.81
;;;;;9;27.37;153.79;;79
;;;;;10;27.39;148.33;;79.15
;;;;;11;27.78;149.89;;79.09
;;;;;12;27.39;149.16;;78.81
;;;;;13;27.79;149.45;;78.42
;;;;;14;27.18;148.03;;77.95
;;;;;15;26.98;144.93;;77.57
;;;;;16;28.8;144.96;;77.51
;;;;;17;27.27;144.49;;77.7
;;;;;18;27.36;145.77;;77.79
;;;;;19;27.19;148.45;;77.68
;;;;;20;25.79;146.35;;77.49
;;;;;21;26.32;143.79;;77.27
;;;;;22;26.65;144.15;;77.08
;;;;;23;28.18;145.76;;77
;;;;;24;30.59;147.43;;77.02
;;;;;25;33.57;142.89;;77.08
;;;;;26;33;142.8;;77.09
;;;;;27;36.33;142.89;;77.02
;;;;;28;38.45;136.57;;76.87
;;;;;29;58.15;113.49;;76.7
;;;;;30;66.12;85.01;;76.59
;;;;;31;125.07;87.77;;76.59
;;;;;32;218.12;87.89;;76.67
;;;;;33;217;96.93;;76.75
;;;;;34;139.95;134.11;;76.77
;;;;;35;91.28;157.6;;76.7
;;;;;36;61.06;160.22;;76.61
;;;;;37;44.42;153.19;;76.54
;;;;;38;38.12;146.84;;76.49
;;;;;39;52.61;131.57;;76.48
;;;;;40;61.03;125.48;;76.46
;;;;;41;52.4;123.36;;76.44
;;;;;42;71.42;94.82;;76.44
;;;;;43;166.14;79.77;;76.46
;;;;;44;205.87;96.02;;76.45
;;;;;45;175.61;145.83;;76.43
;;;;;46;121.01;171.48;;76.42
;;;;;47;71.86;171.33;;76.42
;;;;;48;61.78;166.26;;76.43
;;;;;49;43.53;158.49;;76.45
;;;;;50;39.21;142.39;;76.45
;;;;;51;47.88;110.38;;76.44
;;;;;52;44.15;87.07;;76.43
;;;;;53;86.91;73.05;;76.43
;;;;;54;162.1;76.1;;76.46
;;;;;55;187.97;100.78;;76.51
;;;;;56;141.9;145.6;;76.58
;;;;;57;97.02;174.02;;76.63
;;;;;58;86.85;177.53;;76.67
;;;;;59;69.46;170.12;;76.72
;;;;;60;56.68;164.03;;76.78
;;;;;61;42.94;149.1;;76.84
;;;;;62;40.11;119.99;;76.87
;;;;;63;28.56;88.4;;76.91
;;;;;64;93.9;63.03;;76.95
;;;;;65;140.29;61.65;;76.99
;;;;;66;177.87;90.39;;77.02
;;;;;67;162.31;130.32;;77.03
;;;;;68;108.87;150.15;;77.07
;;;;;69;86.07;155.01;;77.12
;;;;;70;49.59;157.29;;77.13
;;;;;71;42.37;157.93;;77.06
;;;;;72;40.42;153.07;;76.89
;;;;;73;50;134.43;;76.65
;;;;;74;51.19;101.09;;76.37
;;;;;75;38.31;70.9;;76.01
;;;;;76;67.94;64.97;;75.68
;;;;;77;148.29;66.29;;75.48
;;;;;78;200.64;79.57;;75.43
;;;;;79;170.85;122.56;;75.53
;;;;;80;104.15;166.09;;75.72
;;;;;81;78.3;169.57;;75.93
;;;;;82;60.66;159.32;;76.03
;;;;;83;50.15;157.13;;76
;;;;;84;46.93;138.18;;75.89
;;;;;85;50.81;103.31;;75.81
;;;;;86;39.83;70.94;;75.85
;;;;;87;68.74;63.44;;75.96
;;;;;88;166.02;73.95;;76.08
;;;;;89;182.49;110.05;;76.15
;;;;;90;119.54;148.34;;76.16
;;;;;91;78.14;159.08;;76.17
;;;;;92;52.11;156.46;;76.19
;;;;;93;42.25;155.44;;76.22
;;;;;94;49.56;152.95;;76.23
;;;;;95;50.78;141.18;;76.23
;;;;;96;55.4;108.02;;76.23
;;;;;97;45.12;72.14;;76.25
