;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";79.5;239.47;5528.98;;0;19.89;19.79;0.05;92.22
"triceps_brachii_long_(right)";51.59;139;19046.88;;1;19.98;20.88;;92.14
;;;;;2;20.35;19.79;;92.2
;;;;;3;21.22;20.16;;92.33
;;;;;4;23.24;22.45;;92.33
;;;;;5;23.68;20.84;;92.33
;;;;;6;21.59;19.93;;92.36
;;;;;7;20.93;19.79;;92.33
;;;;;8;21.46;19.63;;92.29
;;;;;9;22.38;19.86;;92.26
;;;;;10;21.96;19.87;;92.29
;;;;;11;21.37;22.02;;92.34
;;;;;12;22.27;22.2;;92.3
;;;;;13;22.89;21.89;;92.2
;;;;;14;21.49;20.25;;92.15
;;;;;15;20.79;23.17;;92.11
;;;;;16;21.09;24.82;;92.02
;;;;;17;21.59;20.38;;92
;;;;;18;22.33;39.48;;92.03
;;;;;19;34.71;53.21;;92.04
;;;;;20;65.69;79.48;;91.97
;;;;;21;119.4;76.65;;91.84
;;;;;22;124.89;45.11;;91.72
;;;;;23;102.2;67.95;;91.64
;;;;;24;81.68;66.99;;91.62
;;;;;25;46.65;62.31;;91.6
;;;;;26;64.64;84.67;;91.56
;;;;;27;147.31;75.07;;91.55
;;;;;28;183.69;55.81;;91.55
;;;;;29;126.05;49.09;;91.51
;;;;;30;41.65;40.92;;91.41
;;;;;31;40.18;52.7;;91.29
;;;;;32;47.07;114.33;;91.19
;;;;;33;74.56;115.97;;91.14
;;;;;34;126.92;55.55;;91.1
;;;;;35;137.29;51.87;;91.07
;;;;;36;94.28;57.9;;91.05
;;;;;37;58.97;49.09;;91.03
;;;;;38;52.43;51.79;;91.03
;;;;;39;49.35;77.07;;91.03
;;;;;40;84.73;78.66;;91.02
;;;;;41;184.56;66.82;;91.02
;;;;;42;181.66;59.26;;91.02
;;;;;43;130.01;54.58;;91.05
;;;;;44;116.17;53.38;;91.1
;;;;;45;48.92;46.04;;91.12
;;;;;46;40.92;54.36;;91.11
;;;;;47;84.32;62.81;;91.08
;;;;;48;121.25;58.72;;91.04
;;;;;49;107.96;47.14;;90.97
;;;;;50;70.77;45.24;;90.9
;;;;;51;54.27;36.25;;90.87
;;;;;52;51.39;57.15;;90.87
;;;;;53;62.06;72.58;;90.87
;;;;;54;101.56;61.62;;90.89
;;;;;55;119;50.5;;90.89
;;;;;56;108.04;48.98;;90.88
;;;;;57;80.84;44.22;;90.84
;;;;;58;47.01;32.22;;90.79
;;;;;59;47.46;79.84;;90.74
;;;;;60;70.17;86.14;;90.7
;;;;;61;105.43;53.57;;90.63
;;;;;62;118.1;53.91;;90.58
;;;;;63;92.6;52.49;;90.52
;;;;;64;56.84;41.02;;90.41
;;;;;65;58.21;42.3;;90.26
;;;;;66;67.62;139;;90.12
;;;;;67;100.57;138.37;;90.05
;;;;;68;172.37;55.51;;90.07
;;;;;69;169.16;64.58;;90.13
;;;;;70;96.08;54.38;;90.17
;;;;;71;62.78;35.98;;90.19
;;;;;72;48.75;75.63;;90.18
;;;;;73;47.26;99.44;;90.17
;;;;;74;111.22;79.82;;90.19
;;;;;75;146.13;54.53;;90.21
;;;;;76;239.47;57.95;;90.21
;;;;;77;225.93;54.28;;90.15
;;;;;78;84.4;42.84;;90.08
;;;;;79;65.83;66.75;;90.07
;;;;;80;44.96;73.5;;90.15
;;;;;81;147.55;82;;90.26
;;;;;82;179.31;88.25;;90.44
;;;;;83;152.12;71.81;;90.76
;;;;;84;129.3;55.85;;91.09
;;;;;85;90.57;47.86;;91.26
;;;;;86;85.41;45.38;;91.28
;;;;;87;79.69;39.86;;91.2
;;;;;88;81.06;44.59;;91.05
;;;;;89;92.12;42.84;;90.9
;;;;;90;87.98;36.9;;90.8
;;;;;91;82.78;35.68;;90.79
;;;;;92;85.28;34.52;;90.81
;;;;;93;88.78;35.05;;90.83
;;;;;94;79.29;31.55;;90.84
;;;;;95;68.54;33.75;;90.87
;;;;;96;60.41;34.86;;90.9
;;;;;97;49.93;27.16;;90.54
;;;;;98;45.63;25.9;;87.68
;;;;;99;42.62;26.51;;77.76
;;;;;100;44.56;37.66;;60.1
;;;;;;101;;;39.3
;;;;;;102;;;17.82
;;;;;;103;;;-4.09
;;;;;;104;;;-27.32
;;;;;;105;;;-50.83
;;;;;;106;;;-67.33
;;;;;;107;;;-73.96
;;;;;;108;;;-73.96
;;;;;;109;;;-69.67
;;;;;;110;;;-61
;;;;;;111;;;-48.16
;;;;;;112;;;-33.17
;;;;;;113;;;-16.24
;;;;;;114;;;2.54
;;;;;;115;;;22
;;;;;;116;;;40.4
;;;;;;117;;;56.38
;;;;;;118;;;69.62
;;;;;;119;;;81.4
;;;;;;120;;;94.58
;;;;;;121;;;107.12
;;;;;;122;;;110.62
;;;;;;123;;;105.81
;;;;;;124;;;100.79
;;;;;;125;;;96.15
;;;;;;126;;;88.19
;;;;;;127;;;77.33
;;;;;;128;;;64.24
;;;;;;129;;;47.57
;;;;;;130;;;26.58
;;;;;;131;;;3.14
;;;;;;132;;;-20.07
;;;;;;133;;;-40.65
;;;;;;134;;;-55.53
;;;;;;135;;;-63.26
;;;;;;136;;;-65.47
;;;;;;137;;;-65.16
;;;;;;138;;;-63.42
;;;;;;139;;;-60.26
;;;;;;140;;;-54.14
;;;;;;141;;;-43.71
;;;;;;142;;;-29.5
;;;;;;143;;;-11.53
;;;;;;144;;;9.86
;;;;;;145;;;32.32
;;;;;;146;;;53.03
;;;;;;147;;;70.11
;;;;;;148;;;84.6
;;;;;;149;;;100.01
;;;;;;150;;;115.57
;;;;;;151;;;124.66
;;;;;;152;;;124.5
;;;;;;153;;;118.67
;;;;;;154;;;111.28
;;;;;;155;;;103.94
;;;;;;156;;;95.49
;;;;;;157;;;85.01
;;;;;;158;;;72.28
;;;;;;159;;;55.86
;;;;;;160;;;38.35
;;;;;;161;;;22.75
;;;;;;162;;;8.31
;;;;;;163;;;-5.76
;;;;;;164;;;-20.75
;;;;;;165;;;-36.43
;;;;;;166;;;-50.51
;;;;;;167;;;-59.59
;;;;;;168;;;-62.96
;;;;;;169;;;-63.2
;;;;;;170;;;-61.81
;;;;;;171;;;-59.19
;;;;;;172;;;-55.36
;;;;;;173;;;-49.29
;;;;;;174;;;-39.69
;;;;;;175;;;-26.23
;;;;;;176;;;-9.52
;;;;;;177;;;9.48
;;;;;;178;;;29.14
;;;;;;179;;;48.12
;;;;;;180;;;65.42
;;;;;;181;;;80.29
;;;;;;182;;;93.5
;;;;;;183;;;105.81
;;;;;;184;;;115.42
;;;;;;185;;;120.94
;;;;;;186;;;123.03
;;;;;;187;;;122.8
;;;;;;188;;;120.72
;;;;;;189;;;115.63
;;;;;;190;;;106.63
;;;;;;191;;;94.7
;;;;;;192;;;81.13
;;;;;;193;;;65.81
;;;;;;194;;;48.5
;;;;;;195;;;29.5
;;;;;;196;;;9.45
;;;;;;197;;;-9.7
;;;;;;198;;;-26.94
;;;;;;199;;;-41.57
;;;;;;200;;;-51.82
;;;;;;201;;;-57.21
