;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";95.22;242.98;5528.98;;0;4.87;44.3;0.05;-5.53
"triceps_brachii_long_(right)";108.79;151.79;19046.88;;1;46.5;43.57;;-5.6
;;;;;2;96.57;47.98;;-5.63
;;;;;3;179.13;62.13;;-5.67
;;;;;4;179.27;87.17;;-5.71
;;;;;5;111.26;123.58;;-5.73
;;;;;6;85.57;138.55;;-5.77
;;;;;7;60.16;127.35;;-5.84
;;;;;8;56.22;126.99;;-5.93
;;;;;9;53.25;129.03;;-6
;;;;;10;47.35;123.44;;-6.08
;;;;;11;44.36;124.1;;-6.14
;;;;;12;39.93;125.25;;-6.19
;;;;;13;43.65;124.79;;-6.21
;;;;;14;47.9;126.18;;-6.07
;;;;;15;44.54;128.76;;-5.6
;;;;;16;41.18;130.22;;-4.77
;;;;;17;40.78;128.86;;-3.83
;;;;;18;42.79;126.75;;-2.88
;;;;;19;45.76;127.99;;-1.8
;;;;;20;41.94;128.81;;0.33
;;;;;21;36.05;126.17;;4.89
;;;;;22;36.52;126.27;;12.06
;;;;;23;42.51;129.08;;21.2
;;;;;24;45.7;126.82;;31.53
;;;;;25;40.75;123.04;;41.87
;;;;;26;46.14;129.03;;51.3
;;;;;27;44.19;129.93;;59.41
;;;;;28;74.29;121.27;;65.96
;;;;;29;121;100.9;;70.85
;;;;;30;162.54;71.48;;74.24
;;;;;31;184.08;77.34;;76.61
;;;;;32;148.96;113.14;;78.23
;;;;;33;129.92;143.62;;79.46
;;;;;34;110.94;144.28;;80.39
;;;;;35;56.71;114.36;;80.85
;;;;;36;78.97;77.95;;80.92
;;;;;37;172.44;60.79;;80.73
;;;;;38;231.95;76.85;;80.4
;;;;;39;194.35;104.71;;80.06
;;;;;40;161.93;139.33;;79.75
;;;;;41;132.93;151.79;;79.52
;;;;;42;51.1;140.5;;79.4
;;;;;43;45.95;117.07;;79.35
;;;;;44;70.5;79.08;;79.3
;;;;;45;135.97;62.45;;79.21
;;;;;46;168.61;65.95;;79.05
;;;;;47;154.9;86.55;;78.81
;;;;;48;134.31;127.81;;78.5
;;;;;49;106.13;144.81;;78.23
;;;;;50;68.43;135.48;;78.04
;;;;;51;78.42;113.84;;77.86
;;;;;52;83.72;82.62;;77.64
;;;;;53;120.28;65.1;;77.37
;;;;;54;198.77;71.28;;77.07
;;;;;55;201.11;91.79;;76.78
;;;;;56;135.09;119.99;;76.54
;;;;;57;94.82;141.82;;76.33
;;;;;58;73.02;138.2;;76.14
;;;;;59;50.53;113.56;;75.93
;;;;;60;84.55;81.51;;75.7
;;;;;61;109.98;57.17;;75.48
;;;;;62;159.43;65.36;;75.27
;;;;;63;236.34;104.31;;75.09
;;;;;64;209.22;129.37;;74.94
;;;;;65;106.93;134.93;;74.79
;;;;;66;80.93;134.51;;74.62
;;;;;67;61.05;115.62;;74.43
;;;;;68;70.48;89.07;;74.2
;;;;;69;82.4;72.19;;73.92
;;;;;70;167.7;63.07;;73.63
;;;;;71;242.98;76.05;;73.38
;;;;;72;199.41;104.45;;73.19
;;;;;73;89.47;130.73;;73.02
;;;;;74;62.65;133.77;;72.87
;;;;;75;52.58;114.69;;72.72
;;;;;76;61.53;84.77;;72.59
;;;;;77;91.85;56.54;;72.47
;;;;;78;143.85;52.43;;72.34
;;;;;79;168.87;62.36;;72.19
;;;;;80;131.71;108.43;;72.04
;;;;;81;100.67;138.29;;71.89
;;;;;82;99.87;139.12;;71.75
;;;;;83;71.25;128.28;;71.6
;;;;;84;54.17;98.81;;71.44
;;;;;85;64.83;73.48;;71.3
;;;;;86;106.92;64.85;;71.18
;;;;;87;145.6;75.03;;71.07
;;;;;88;141.72;105.87;;70.93
;;;;;89;114.16;141.56;;70.81
;;;;;90;93.68;149.23;;70.7
;;;;;91;68;129.62;;70.6
;;;;;92;79.06;101.42;;70.52
;;;;;93;106.08;69.56;;70.46
;;;;;94;173.56;67.26;;70.42
;;;;;95;183.97;90.43;;70.38
;;;;;96;121.94;124.53;;70.35
;;;;;97;103.76;137.39;;70.34
;;;;;98;83.36;133.6;;70.33
;;;;;99;56.49;113.79;;70.34
;;;;;100;64.26;79.47;;70.35
;;;;;101;96.42;58.18;;70.34
;;;;;102;180.56;55.78;;70.28
;;;;;103;221.55;76.19;;70.21
;;;;;104;167.05;118.08;;70.13
;;;;;105;80.19;141.33;;70.03
;;;;;106;63.33;135.76;;69.89
;;;;;107;49.14;131.05;;69.75
;;;;;108;40.71;133.16;;69.64
;;;;;109;36.23;130.44;;69.57
;;;;;110;34.22;126.36;;69.52
;;;;;111;35.12;131.46;;69.47
;;;;;112;34.62;132.35;;69.43
;;;;;113;36.93;132.68;;69.39
;;;;;114;38.33;136.19;;69.38
;;;;;115;34.23;135.09;;69.37
;;;;;116;30.55;131.18;;69.34
;;;;;117;29.74;128.88;;69.3
;;;;;118;32.32;127.98;;69.26
;;;;;119;33.01;127.39;;69.25
;;;;;120;22.62;129.62;;69.26
;;;;;;121;;;69.27
;;;;;;122;;;69.24
;;;;;;123;;;69.2
;;;;;;124;;;69.12
;;;;;;125;;;69.04
;;;;;;126;;;68.97
;;;;;;127;;;68.94
;;;;;;128;;;68.94
;;;;;;129;;;68.94
;;;;;;130;;;68.94
;;;;;;131;;;68.96
;;;;;;132;;;69
;;;;;;133;;;69.02
;;;;;;134;;;69.01
;;;;;;135;;;68.97
;;;;;;136;;;68.96
;;;;;;137;;;69
;;;;;;138;;;69.05
;;;;;;139;;;69.1
;;;;;;140;;;69.11
;;;;;;141;;;69.04
;;;;;;142;;;68.68
;;;;;;143;;;67.77
;;;;;;144;;;65.73
;;;;;;145;;;61.24
;;;;;;146;;;52.64
;;;;;;147;;;39.73
;;;;;;148;;;23.56
;;;;;;149;;;5.37
;;;;;;150;;;-12.65
;;;;;;151;;;-28.17
;;;;;;152;;;-39.98
;;;;;;153;;;-46.69
;;;;;;154;;;-48.14
;;;;;;155;;;-45.72
;;;;;;156;;;-40.47
;;;;;;157;;;-33.21
;;;;;;158;;;-24.14
;;;;;;159;;;-13.41
;;;;;;160;;;-1.28
;;;;;;161;;;11.55
;;;;;;162;;;24.06
;;;;;;163;;;35.65
;;;;;;164;;;46.04
;;;;;;165;;;55.22
;;;;;;166;;;63.05
;;;;;;167;;;69.35
;;;;;;168;;;73.98
;;;;;;169;;;76.69
;;;;;;170;;;77.51
;;;;;;171;;;77.02
;;;;;;172;;;75.88
;;;;;;173;;;74.68
;;;;;;174;;;73.23
;;;;;;175;;;70.56
;;;;;;176;;;65.8
;;;;;;177;;;58.25
;;;;;;178;;;47.53
;;;;;;179;;;33.1
;;;;;;180;;;17.09
;;;;;;181;;;1.95
;;;;;;182;;;-11.61
;;;;;;183;;;-22.76
;;;;;;184;;;-32.49
;;;;;;185;;;-42.05
;;;;;;186;;;-50.9
;;;;;;187;;;-57.21
;;;;;;188;;;-59.8
;;;;;;189;;;-59.48
;;;;;;190;;;-57.75
;;;;;;191;;;-54.52
;;;;;;192;;;-49.25
;;;;;;193;;;-42.31
;;;;;;194;;;-34.01
;;;;;;195;;;-24.54
;;;;;;196;;;-14.02
;;;;;;197;;;-2.97
;;;;;;198;;;8.13
;;;;;;199;;;18.95
;;;;;;200;;;29.36
;;;;;;201;;;39.23
;;;;;;202;;;48.14
;;;;;;203;;;55.93
