;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";105.12;276.04;5528.98;;0;63.85;49.76;0.05;72.9
"triceps_brachii_long_(right)";67.99;177.86;19046.88;;1;63.34;50.74;;73.22
;;;;;2;62.06;52.39;;73.22
;;;;;3;59.15;51.47;;72.82
;;;;;4;60.51;52.56;;72.48
;;;;;5;63.42;49.28;;72.47
;;;;;6;61.44;51.32;;72.67
;;;;;7;57.22;52.29;;72.78
;;;;;8;61.71;47.79;;72.74
;;;;;9;60.92;50.1;;72.63
;;;;;10;51.51;51.31;;72.6
;;;;;11;54.3;51.62;;72.68
;;;;;12;58.67;51.04;;72.79
;;;;;13;61.44;47.36;;72.86
;;;;;14;60.34;46.82;;72.87
;;;;;15;60.01;48.8;;72.84
;;;;;16;60.56;50.95;;72.78
;;;;;17;56.31;53.6;;72.72
;;;;;18;87.33;68.72;;72.68
;;;;;19;137.74;68.6;;72.66
;;;;;20;213.65;57.96;;72.65
;;;;;21;211.57;70.67;;72.66
;;;;;22;129.51;74.35;;72.66
;;;;;23;89.95;60.88;;72.63
;;;;;24;69.25;44.72;;72.57
;;;;;25;58.91;33.5;;72.47
;;;;;26;57.81;31.37;;72.37
;;;;;27;54.59;33.62;;72.31
;;;;;28;57.89;31.85;;72.3
;;;;;29;63.69;44.45;;72.28
;;;;;30;70.4;47.58;;72.25
;;;;;31;68.87;41.23;;72.21
;;;;;32;58.84;39.27;;72.14
;;;;;33;50.54;35.22;;72.09
;;;;;34;43.18;36.27;;72.1
;;;;;35;39.63;35.98;;72.14
;;;;;36;45.42;32.55;;72.17
;;;;;37;47.41;30.03;;72.19
;;;;;38;47.96;29.4;;72.22
;;;;;39;48.18;31.7;;72.27
;;;;;40;47.07;30.87;;72.31
;;;;;41;45.86;28.86;;72.32
;;;;;42;45.22;29.75;;72.3
;;;;;43;45.68;29.38;;72.27
;;;;;44;42.29;29.22;;72.24
;;;;;45;41.57;29.96;;72.2
;;;;;46;44.64;30.64;;72.16
;;;;;47;44.14;29.32;;72.12
;;;;;48;40.95;27.35;;72.11
;;;;;49;41.27;30.48;;72.13
;;;;;50;64.61;40.49;;72.14
;;;;;51;133.68;56.34;;72.13
;;;;;52;128.82;121.64;;72.08
;;;;;53;91.81;148.97;;72.07
;;;;;54;212.15;116.74;;72.12
;;;;;55;249.91;75.43;;72.2
;;;;;56;174.91;76.95;;72.26
;;;;;57;143.15;99.03;;72.29
;;;;;58;149.64;86.52;;72.31
;;;;;59;102.55;54.06;;72.4
;;;;;60;56.85;47.13;;72.53
;;;;;61;66;55.33;;72.61
;;;;;62;68.11;64.77;;72.61
;;;;;63;56.09;112.63;;72.52
;;;;;64;58.46;165.1;;72.32
;;;;;65;132.59;155.18;;72.04
;;;;;66;212.6;102.89;;71.81
;;;;;67;249.97;69.32;;71.7
;;;;;68;202.88;76.25;;71.73
;;;;;69;172.15;92.11;;71.79
;;;;;70;174.23;80.69;;71.77
;;;;;71;109.9;57.18;;71.67
;;;;;72;71.99;47.8;;71.55
;;;;;73;272.05;93.27;;71.45
;;;;;74;271.61;134.39;;71.37
;;;;;75;55.68;177.86;;71.35
;;;;;76;199.91;159.95;;71.45
;;;;;77;255.45;87.08;;71.56
;;;;;78;187.84;60.66;;71.56
;;;;;79;122.67;74.51;;71.48
;;;;;80;143.14;105;;71.4
;;;;;81;168.09;100.08;;71.31
;;;;;82;128.09;67.25;;71.16
;;;;;83;78.16;48.55;;70.93
;;;;;84;89.65;51.63;;70.65
;;;;;85;63.36;76.62;;70.44
;;;;;86;58.08;164.58;;70.41
;;;;;87;78.51;174.96;;70.54
;;;;;88;150.92;105.31;;70.71
;;;;;89;204.83;57.39;;70.85
;;;;;90;174.3;58.03;;70.96
;;;;;91;119.88;78.38;;71.09
;;;;;92;116.63;78.77;;71.22
;;;;;93;89.88;55.18;;71.19
;;;;;94;68.02;28.5;;70.54
;;;;;95;72.23;30.67;;68.31
;;;;;96;45.58;59;;63.77
;;;;;97;36.95;105.54;;56.37
;;;;;98;60.66;143.34;;46.02
;;;;;99;131.05;123.17;;33.72
;;;;;100;166.61;69.52;;20.52
;;;;;101;192.22;69.44;;7.33
;;;;;102;202.04;82.26;;-3.84
;;;;;103;192.45;117.4;;-11.57
;;;;;104;181.61;115.78;;-16.06
;;;;;105;122.72;69.17;;-17.44
;;;;;106;107.99;48.27;;-15.29
;;;;;107;125.42;53.31;;-9.3
;;;;;108;83.49;81.08;;0.3
;;;;;109;51.88;140.72;;12.74
;;;;;110;100.93;135.42;;26.43
;;;;;111;152.96;74.95;;39.31
;;;;;112;175.6;52.25;;49.71
;;;;;113;150.17;61.62;;57.39
;;;;;114;137.92;88.11;;63.1
;;;;;115;149.85;86.72;;67.14
;;;;;116;133.4;73.42;;69.57
;;;;;117;93.87;64.55;;70.93
;;;;;118;120.98;73.9;;71.53
;;;;;119;121.06;94.56;;71.44
;;;;;120;49.51;149.3;;71.14
;;;;;121;94.16;174.96;;71.11
;;;;;122;175.64;128.43;;71.42
;;;;;123;213.15;71.03;;71.8
;;;;;124;181.67;62.64;;72.01
;;;;;125;143.08;72.67;;72.05
;;;;;126;185.95;89.78;;72.11
;;;;;127;174.03;78.36;;72.21
;;;;;128;75.31;45.13;;72.25
;;;;;129;47.08;30.85;;72.24
;;;;;130;62.46;29.76;;72.23
;;;;;131;55.5;59.9;;72.18
;;;;;132;47.66;104.86;;72.08
;;;;;133;69.09;105.11;;71.94
;;;;;134;252.38;76.56;;71.76
;;;;;135;276.04;63.93;;71.53
;;;;;136;151.27;73.35;;71.28
;;;;;137;172.65;121.21;;70.98
;;;;;138;173.75;113.35;;70.62
;;;;;139;98.86;52.99;;70.34
;;;;;140;60.71;31.31;;70.2
;;;;;141;74.35;37.56;;70.06
;;;;;142;67.36;46.31;;69.81
;;;;;143;41.54;98.28;;69.54
;;;;;144;48.89;110.86;;69.41
;;;;;145;118.53;67.73;;69.4
;;;;;146;190.2;45.13;;69.39
;;;;;147;175.67;43.92;;69.33
;;;;;148;111.2;58.81;;69.27
;;;;;149;115.81;66.09;;69.24
;;;;;150;100.24;46.97;;69.19
;;;;;151;73.53;38.85;;69.13
;;;;;152;84.79;41.05;;69.1
;;;;;153;68.13;35.78;;69.09
;;;;;154;68.46;55.63;;69.07
;;;;;155;77.31;84.84;;68.99
;;;;;156;93.68;98.34;;68.86
;;;;;157;135.68;75.1;;68.76
;;;;;158;149.84;34.51;;68.72
;;;;;159;121.35;62.64;;68.69
;;;;;160;127.34;88.45;;68.6
;;;;;161;145.86;101.25;;68.51
;;;;;162;137.58;97.69;;68.44
;;;;;163;115.28;68.63;;68.39
;;;;;164;74.02;37.86;;68.38
;;;;;165;66.53;32.03;;68.37
;;;;;166;73.56;34.52;;68.33
;;;;;167;78.79;36.92;;68.27
;;;;;168;79.98;39.79;;68.25
;;;;;169;70.43;41.45;;68.31
;;;;;170;61.51;38.64;;68.39
;;;;;171;66.07;36.79;;68.42
;;;;;172;60.77;31.94;;68.37
;;;;;173;52.31;33.25;;68.3
;;;;;174;51.32;34.6;;68.28
;;;;;175;52.09;30.85;;68.29
;;;;;176;58.94;26.26;;68.28
