;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";87.78;265.07;5528.98;;0;24.53;10.85;0.05;87.24
"triceps_brachii_long_(right)";52.91;258.77;19046.88;;1;22.21;12.63;;87.3
;;;;;2;22.73;11.4;;87.31
;;;;;3;24.26;9.87;;87.3
;;;;;4;27.22;10.71;;87.3
;;;;;5;26.52;10.53;;87.32
;;;;;6;24.82;10.14;;87.36
;;;;;7;27.05;9.79;;87.39
;;;;;8;26.77;9.74;;87.39
;;;;;9;24.83;10.01;;87.37
;;;;;10;24.9;10.65;;87.36
;;;;;11;24.56;10.76;;87.37
;;;;;12;24.82;10.84;;87.35
;;;;;13;22.94;11.56;;87.32
;;;;;14;20.43;11.55;;87.3
;;;;;15;22.6;10.99;;87.31
;;;;;16;27.67;11.33;;87.35
;;;;;17;27.78;10.8;;87.36
;;;;;18;25.52;9.77;;87.32
;;;;;19;24.78;10.71;;87.27
;;;;;20;25.41;10.3;;87.24
;;;;;21;29.52;12.51;;87.26
;;;;;22;32.85;27.35;;87.3
;;;;;23;48.67;63.9;;87.32
;;;;;24;65.32;150;;87.33
;;;;;25;133.73;144.36;;87.33
;;;;;26;171.12;48.93;;87.27
;;;;;27;188.32;35.7;;87.18
;;;;;28;163.7;26.39;;87.11
;;;;;29;79.32;22.73;;87.06
;;;;;30;47.05;27.5;;87.03
;;;;;31;69.38;150.41;;87.04
;;;;;32;87.51;189.92;;87.06
;;;;;33;164.19;120.73;;87.05
;;;;;34;209.78;32.93;;87.05
;;;;;35;219.47;27.26;;87.04
;;;;;36;174.66;23.16;;87
;;;;;37;68.79;19.69;;86.95
;;;;;38;48.35;33.13;;86.93
;;;;;39;76.73;163.72;;86.95
;;;;;40;99.19;195.33;;86.98
;;;;;41;181.16;115.46;;86.97
;;;;;42;204.84;44.13;;86.94
;;;;;43;141.62;39.84;;86.91
;;;;;44;96.35;30.06;;86.86
;;;;;45;61.98;22.49;;86.82
;;;;;46;37.31;24.94;;86.8
;;;;;47;89.26;162.74;;86.79
;;;;;48;111.91;174.51;;86.8
;;;;;49;136.43;73.98;;86.82
;;;;;50;265.07;38.23;;86.82
;;;;;51;261.76;28.84;;86.83
;;;;;52;118.85;17.22;;86.85
;;;;;53;49.8;18.33;;86.86
;;;;;54;77.84;142.13;;86.88
;;;;;55;102.08;196.3;;86.89
;;;;;56;131.23;137.87;;86.85
;;;;;57;175.28;40.05;;86.81
;;;;;58;223.62;39.83;;86.81
;;;;;59;185.56;30.47;;86.82
;;;;;60;62.62;24.56;;86.8
;;;;;61;36.17;27.58;;86.68
;;;;;62;71.07;160.72;;86.43
;;;;;63;84.63;187.05;;86.18
;;;;;64;161;103.97;;86.31
;;;;;65;212.48;42.18;;86.86
;;;;;66;183.61;35.59;;87.31
;;;;;67;121.98;28.29;;87.35
;;;;;68;61.52;21.47;;87.06
;;;;;69;44.28;50.92;;86.79
;;;;;70;64.14;153.25;;86.88
;;;;;71;83.38;161.63;;87.16
;;;;;72;131.55;77.71;;87.33
;;;;;73;218.07;41.56;;87.24
;;;;;74;236.83;31.72;;87
;;;;;75;157.34;24.48;;86.79
;;;;;76;72.9;25.75;;86.71
;;;;;77;69.57;140.14;;86.82
;;;;;78;89.2;258.77;;86.95
;;;;;79;118.49;231.4;;86.98
;;;;;80;124.22;73.74;;86.95
;;;;;81;123.31;32.88;;86.9
;;;;;82;175.35;29.33;;86.82
;;;;;83;155.1;27.87;;86.75
;;;;;84;56.62;19.51;;86.69
;;;;;85;51.53;65.02;;86.68
;;;;;86;65.09;156.55;;86.68
;;;;;87;95.43;147.29;;86.7
;;;;;88;121.6;44.07;;86.79
;;;;;89;141.9;34.23;;86.92
;;;;;90;155.72;29.87;;86.93
;;;;;91;124.21;26.74;;86.82
;;;;;92;60.63;21.18;;86.68
;;;;;93;49.11;28.5;;86.64
;;;;;94;55.27;145.9;;86.72
;;;;;95;87.72;161.56;;86.79
;;;;;96;117.51;83.55;;86.84
;;;;;97;149.63;43.53;;86.96
;;;;;98;156.9;26.49;;87.06
;;;;;99;121.09;22.4;;87.08
;;;;;100;74.38;17.23;;87.05
;;;;;101;48.89;12.51;;87.01
;;;;;102;41.89;11.24;;87.01
;;;;;103;41.84;11.23;;87.1
;;;;;104;42.97;11.29;;87.17
;;;;;105;39.63;11.61;;87.15
;;;;;106;39.18;11.66;;87.11
;;;;;107;39.05;11.36;;87.12
;;;;;108;33.86;11.27;;87.2
;;;;;109;30.3;10.78;;87.3
;;;;;110;38.04;10.39;;87.39
