;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";134.46;424.29;5528.98;;0;72.4;86.58;0.05;76.98
"triceps_brachii_long_(right)";75.12;153.76;19046.88;;1;94.19;90.79;;76.66
;;;;;2;96.29;89.54;;76.37
;;;;;3;93.18;78.18;;76.08
;;;;;4;85.91;81.78;;75.75
;;;;;5;75.41;86.89;;75.35
;;;;;6;74.84;82.67;;74.93
;;;;;7;60.46;80.31;;74.56
;;;;;8;60.56;80.66;;74.27
;;;;;9;58.73;82.02;;74.07
;;;;;10;58;84.03;;73.85
;;;;;11;71.06;82.99;;73.58
;;;;;12;72.39;80.13;;73.26
;;;;;13;66.24;82.43;;72.9
;;;;;14;67.87;82.77;;72.59
;;;;;15;69.67;82.61;;72.41
;;;;;16;67.97;85.21;;72.38
;;;;;17;73.6;82.72;;72.37
;;;;;18;74.05;81.51;;72.29
;;;;;19;75.14;86.73;;72.13
;;;;;20;81.47;89.77;;71.87
;;;;;21;114.53;84.26;;71.58
;;;;;22;151.78;69.83;;71.37
;;;;;23;116.51;61.57;;71.27
;;;;;24;149.12;60.06;;71.19
;;;;;25;260.71;81.89;;71.04
;;;;;26;318.83;89.73;;70.87
;;;;;27;268.01;113.77;;70.68
;;;;;28;182.24;117.25;;70.53
;;;;;29;164.74;81.76;;70.45
;;;;;30;118.23;86.43;;70.43
;;;;;31;125.56;134.57;;70.38
;;;;;32;222.45;145.4;;70.24
;;;;;33;195.78;101.9;;70.09
;;;;;34;33.52;74.23;;70.02
;;;;;35;128.42;69.21;;69.99
;;;;;36;219.67;61.75;;69.94
;;;;;37;225.04;75.79;;69.86
;;;;;38;185.49;94.9;;69.8
;;;;;39;152.92;98.85;;69.8
;;;;;40;110.46;93.69;;69.83
;;;;;41;81.71;96.71;;69.83
;;;;;42;123.45;89.74;;69.81
;;;;;43;218.09;68.63;;69.81
;;;;;44;187.42;85.62;;69.86
;;;;;45;43.27;100.99;;69.92
;;;;;46;166.79;78.33;;69.93
;;;;;47;262.86;58.68;;69.91
;;;;;48;265.72;97.83;;69.9
;;;;;49;184.86;105.42;;69.91
;;;;;50;106.72;88.17;;69.9
;;;;;51;93.11;78.92;;69.87
;;;;;52;69.61;71.9;;69.89
