;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";56.97;115.76;5528.98;;0;35.93;8.17;0.05;58.24
"triceps_brachii_long_(right)";97.65;621.52;19046.88;;1;35.99;7.99;;58.13
;;;;;2;45.26;7.71;;57.87
;;;;;3;46.51;7.33;;57.72
;;;;;4;40.54;7.71;;57.7
;;;;;5;39.63;7.78;;57.67
;;;;;6;39.76;7.58;;57.63
;;;;;7;37.78;7.45;;57.69
;;;;;8;40.3;7.21;;57.92
;;;;;9;40.63;7.17;;58.29
;;;;;10;38.63;6.98;;58.72
;;;;;11;39.97;6.25;;59.07
;;;;;12;37.87;6.4;;59.27
;;;;;13;37;7.73;;59.44
;;;;;14;40.25;7.92;;59.73
;;;;;15;40.44;7.1;;60.03
;;;;;16;38.13;6.5;;60.08
;;;;;17;38.95;6.21;;59.91
;;;;;18;36.48;5.9;;59.46
;;;;;19;37.5;6.06;;58.92
;;;;;20;34.07;74.26;;58.9
;;;;;21;38.72;78.42;;59.33
;;;;;22;40.07;45.92;;59.77
;;;;;23;24.95;51.07;;60.11
;;;;;24;31.86;38.74;;60.3
;;;;;25;79.01;46.15;;60.32
;;;;;26;112.4;94.39;;60.19
;;;;;27;93.55;93;;60
;;;;;28;58.89;43.18;;59.84
;;;;;29;59.53;21.79;;59.72
;;;;;30;43.85;18.95;;59.66
;;;;;31;26.6;17.99;;59.61
;;;;;32;44.64;43.34;;59.56
;;;;;33;46.58;68.05;;59.57
;;;;;34;31.41;64.86;;59.65
;;;;;35;37.65;42.74;;59.8
;;;;;36;49.23;40.22;;60.02
;;;;;37;52.96;46.99;;60.24
;;;;;38;59.53;55.38;;60.42
;;;;;39;60.65;46.97;;60.57
;;;;;40;46;16.19;;60.67
;;;;;41;27.33;10.75;;60.69
;;;;;42;19.52;14.15;;60.6
;;;;;43;46.02;16.78;;60.5
;;;;;44;45.74;13.84;;60.45
;;;;;45;18.69;18.98;;60.44
;;;;;46;37.87;34.1;;60.48
;;;;;47;64.12;68.25;;60.51
;;;;;48;73.47;82.2;;60.52
;;;;;49;85.22;80.19;;60.59
;;;;;50;78.13;64.17;;60.72
;;;;;51;47.5;28.07;;60.91
;;;;;52;33.12;14.32;;61.12
;;;;;53;25.75;30.68;;61.31
;;;;;54;58.81;32.51;;61.35
;;;;;55;57.74;22.71;;61.29
;;;;;56;33.9;132.17;;61.26
;;;;;57;33.24;137.48;;61.24
;;;;;58;64.99;83.55;;61.2
;;;;;59;88.84;91;;61.21
;;;;;60;110.25;94.71;;61.21
;;;;;61;108.36;99.27;;61.15
;;;;;62;68.27;71.3;;61.18
;;;;;63;37.29;35.41;;61.28
;;;;;64;22.78;13.78;;61.42
;;;;;65;24.2;13.67;;61.53
;;;;;66;24;21.74;;61.53
;;;;;67;34.62;207.72;;61.49
;;;;;68;46.94;365.63;;61.48
;;;;;69;46.58;305.51;;61.55
;;;;;70;56.78;74.96;;61.64
;;;;;71;80.34;118.45;;61.71
;;;;;72;104.34;116.62;;61.79
;;;;;73;91.91;58.41;;61.85
;;;;;74;46.26;28.8;;61.94
;;;;;75;24.76;26.81;;62.1
;;;;;76;32.96;51.71;;62.23
;;;;;77;47.99;134.74;;62.26
;;;;;78;57.57;405.13;;62.27
;;;;;79;64.93;621.52;;62.33
;;;;;80;86.79;494.62;;62.41
;;;;;81;101.89;104.21;;62.46
;;;;;82;105.85;91.71;;62.48
;;;;;83;114;93.34;;62.53
;;;;;84;95.71;74.17;;62.64
;;;;;85;51.03;29.94;;62.77
;;;;;86;39.61;13.14;;62.86
;;;;;87;40.89;12.42;;62.91
;;;;;88;28.12;20;;62.96
;;;;;89;39.69;256.97;;63
;;;;;90;56.1;576.74;;63.01
;;;;;91;76.2;538.44;;63.04
;;;;;92;75.32;158.43;;63.17
;;;;;93;72.57;65.54;;63.3
;;;;;94;82.61;83.31;;63.35
;;;;;95;84.29;94.03;;63.31
;;;;;96;70.52;67.73;;63.25
;;;;;97;36.12;23.28;;63.16
;;;;;98;23.84;17.62;;63.14
;;;;;99;23.75;20.15;;63.23
;;;;;100;27.94;197.83;;63.37
;;;;;101;65.21;390.25;;63.45
;;;;;102;97.03;366.6;;63.48
;;;;;103;100.34;209.64;;63.47
;;;;;104;73.68;163.17;;63.57
;;;;;105;62.09;85.01;;64.04
;;;;;106;86.94;89.33;;64.7
;;;;;107;90.6;80.28;;63.59
;;;;;108;61.79;45.26;;58.23
;;;;;109;37.87;24.63;;48.81
;;;;;110;38.19;25.52;;36.25
;;;;;111;33.12;128.3;;20.22
;;;;;112;44.66;415.45;;2.4
;;;;;113;59.53;536.72;;-13.76
;;;;;114;65.6;382.59;;-27.55
;;;;;115;72.6;134.74;;-37.91
;;;;;116;83.63;114.96;;-43.15
;;;;;117;109.28;133.15;;-45.19
;;;;;118;107.74;100.79;;-46.18
;;;;;119;69.91;51.1;;-46.45
;;;;;120;45.64;30.5;;-45.91
;;;;;121;34.18;26.7;;-44.75
;;;;;122;28.82;70.6;;-43.39
;;;;;123;35.39;228.88;;-42.16
;;;;;124;90.38;433.29;;-41.02
;;;;;125;114.18;387.32;;-39.89
;;;;;126;90.97;113.42;;-38.73
;;;;;127;78.63;67.91;;-37.5
;;;;;128;99.14;75.87;;-36.01
;;;;;129;115.47;96.95;;-33.85
;;;;;130;115.76;91.79;;-30.89
;;;;;131;94.61;63.4;;-27.16
;;;;;132;65.62;38.67;;-22.13
;;;;;133;51.51;30.61;;-15.39
;;;;;134;43.44;26.61;;-7.81
;;;;;135;40.81;25.07;;0.42
;;;;;136;37.28;26.48;;9.77
;;;;;;137;;;20.06
;;;;;;138;;;31.08
;;;;;;139;;;42.29
;;;;;;140;;;53.06
;;;;;;141;;;62.72
;;;;;;142;;;70.7
;;;;;;143;;;76.85
;;;;;;144;;;81.47
;;;;;;145;;;85.4
;;;;;;146;;;88.36
;;;;;;147;;;89.48
;;;;;;148;;;88.82
;;;;;;149;;;87.01
;;;;;;150;;;84.76
;;;;;;151;;;82.54
;;;;;;152;;;80.85
;;;;;;153;;;79.82
;;;;;;154;;;79.32
;;;;;;155;;;79.2
;;;;;;156;;;79.2
;;;;;;157;;;79.09
;;;;;;158;;;78.8
;;;;;;159;;;78.32
;;;;;;160;;;76.84
;;;;;;161;;;72.92
;;;;;;162;;;66.23
;;;;;;163;;;57.18
;;;;;;164;;;46.24
;;;;;;165;;;33.76
;;;;;;166;;;20.09
;;;;;;167;;;6.03
;;;;;;168;;;-6.83
;;;;;;169;;;-17.78
;;;;;;170;;;-27.71
;;;;;;171;;;-35.94
;;;;;;172;;;-40.91
;;;;;;173;;;-43.23
;;;;;;174;;;-44.51
;;;;;;175;;;-45.12
;;;;;;176;;;-44.82
;;;;;;177;;;-43.67
;;;;;;178;;;-42.14
;;;;;;179;;;-40.43
;;;;;;180;;;-38.61
;;;;;;181;;;-36.83
;;;;;;182;;;-35.17
;;;;;;183;;;-33.42
;;;;;;184;;;-30.95
;;;;;;185;;;-27
;;;;;;186;;;-21.32
;;;;;;187;;;-14.29
;;;;;;188;;;-7.35
;;;;;;189;;;-0.56
;;;;;;190;;;6.74
;;;;;;191;;;14.03
;;;;;;192;;;20.97
;;;;;;193;;;27.56
;;;;;;194;;;33.91
;;;;;;195;;;40.01
;;;;;;196;;;45.91
;;;;;;197;;;51.53
;;;;;;198;;;56.92
;;;;;;199;;;61.75
;;;;;;200;;;65.66
;;;;;;201;;;68.97
;;;;;;202;;;71.63
;;;;;;203;;;73.55
;;;;;;204;;;74.83
;;;;;;205;;;75.4
;;;;;;206;;;75.33
;;;;;;207;;;74.76
;;;;;;208;;;73.95
;;;;;;209;;;73.26
;;;;;;210;;;72.87
;;;;;;211;;;72.75
;;;;;;212;;;72.76
;;;;;;213;;;72.81
;;;;;;214;;;72.81
;;;;;;215;;;72.64
;;;;;;216;;;72.09
;;;;;;217;;;70.6
;;;;;;218;;;67.52
;;;;;;219;;;62.61
;;;;;;220;;;55.66
;;;;;;221;;;46.06
;;;;;;222;;;34.59
;;;;;;223;;;22.41
;;;;;;224;;;10.22
;;;;;;225;;;-0.99
;;;;;;226;;;-10.34
;;;;;;227;;;-17.39
;;;;;;228;;;-22.96
;;;;;;229;;;-27.94
;;;;;;230;;;-32.49
;;;;;;231;;;-36.27
;;;;;;232;;;-38.63
;;;;;;233;;;-39.16
;;;;;;234;;;-38.51
;;;;;;235;;;-37.45
;;;;;;236;;;-36.13
;;;;;;237;;;-34.45
;;;;;;238;;;-32.3
;;;;;;239;;;-29.6
;;;;;;240;;;-26.45
;;;;;;241;;;-22.69
;;;;;;242;;;-17.77
;;;;;;243;;;-11.94
;;;;;;244;;;-6.06
;;;;;;245;;;0.12
;;;;;;246;;;7.12
;;;;;;247;;;14.67
;;;;;;248;;;22.33
;;;;;;249;;;29.8
;;;;;;250;;;37.04
;;;;;;251;;;44.13
;;;;;;252;;;50.73
;;;;;;253;;;56.84
;;;;;;254;;;62.55
;;;;;;255;;;67.63
;;;;;;256;;;72.24
;;;;;;257;;;76.44
;;;;;;258;;;80.43
;;;;;;259;;;83.69
;;;;;;260;;;85.13
;;;;;;261;;;84.89
;;;;;;262;;;83.83
;;;;;;263;;;82.62
;;;;;;264;;;81.57
;;;;;;265;;;80.75
;;;;;;266;;;80.08
;;;;;;267;;;79.37
;;;;;;268;;;78.56
;;;;;;269;;;77.53
;;;;;;270;;;76.05
;;;;;;271;;;73.84
;;;;;;272;;;70.65
;;;;;;273;;;66.03
;;;;;;274;;;58.75
;;;;;;275;;;48.97
;;;;;;276;;;38
;;;;;;277;;;27.03
;;;;;;278;;;17.48
;;;;;;279;;;10.37
;;;;;;280;;;5.4
;;;;;;281;;;1.05
;;;;;;282;;;-2.73
;;;;;;283;;;-5.9
;;;;;;284;;;-9.29
;;;;;;285;;;-13.29
;;;;;;286;;;-17.81
;;;;;;287;;;-22.03
;;;;;;288;;;-24.62
;;;;;;289;;;-25.19
;;;;;;290;;;-24.45
;;;;;;291;;;-22.93
;;;;;;292;;;-20.98
;;;;;;293;;;-18.99
;;;;;;294;;;-17.47
;;;;;;295;;;-16.43
;;;;;;296;;;-15.27
;;;;;;297;;;-14.59
;;;;;;298;;;-14.06
;;;;;;299;;;-12.29
;;;;;;300;;;-9.74
;;;;;;301;;;-6.55
;;;;;;302;;;-1.95
;;;;;;303;;;3.94
;;;;;;304;;;10.49
;;;;;;305;;;17.38
;;;;;;306;;;24.6
;;;;;;307;;;31.83
;;;;;;308;;;38.71
;;;;;;309;;;45.38
;;;;;;310;;;51.65
;;;;;;311;;;57.47
;;;;;;312;;;62.66
;;;;;;313;;;66.98
;;;;;;314;;;70.58
;;;;;;315;;;73.28
;;;;;;316;;;74.64
;;;;;;317;;;74.38
;;;;;;318;;;72.96
;;;;;;319;;;71.51
;;;;;;320;;;70.67
;;;;;;321;;;70.32
;;;;;;322;;;70.05
;;;;;;323;;;69.67
;;;;;;324;;;69.29
;;;;;;325;;;68.81
;;;;;;326;;;68.18
;;;;;;327;;;67.27
;;;;;;328;;;65.86
;;;;;;329;;;63.86
;;;;;;330;;;61.12
;;;;;;331;;;57.33
;;;;;;332;;;52.53
;;;;;;333;;;47.16
;;;;;;334;;;41.89
;;;;;;335;;;36.18
;;;;;;336;;;29.36
;;;;;;337;;;22.16
;;;;;;338;;;13.97
;;;;;;339;;;5.05
;;;;;;340;;;-4.29
;;;;;;341;;;-13.43
;;;;;;342;;;-20.66
;;;;;;343;;;-27.21
;;;;;;344;;;-34.18
;;;;;;345;;;-40.35
;;;;;;346;;;-44.31
;;;;;;347;;;-46.45
;;;;;;348;;;-48
;;;;;;349;;;-49.08
;;;;;;350;;;-49.23
;;;;;;351;;;-48.56
;;;;;;352;;;-47.3
;;;;;;353;;;-45.26
;;;;;;354;;;-41.26
;;;;;;355;;;-34.79
;;;;;;356;;;-26.62
;;;;;;357;;;-17.46
;;;;;;358;;;-8.72
;;;;;;359;;;-1.27
;;;;;;360;;;5.73
;;;;;;361;;;12.86
;;;;;;362;;;20.06
;;;;;;363;;;27.26
;;;;;;364;;;34.3
;;;;;;365;;;40.85
;;;;;;366;;;46.93
;;;;;;367;;;52.66
;;;;;;368;;;57.93
;;;;;;369;;;62.72
;;;;;;370;;;67.22
;;;;;;371;;;71.62
;;;;;;372;;;75.63
;;;;;;373;;;78.85
;;;;;;374;;;80.91
;;;;;;375;;;81.71
;;;;;;376;;;81.35
;;;;;;377;;;80.15
;;;;;;378;;;78.55
;;;;;;379;;;76.96
