;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";129.77;309.59;5528.98;;0;46.15;14.78;0.05;77.67
"triceps_brachii_long_(right)";45.24;119.45;19046.88;;1;48.55;15.4;;77.67
;;;;;2;45.71;15.99;;77.59
;;;;;3;42.43;16.76;;77.49
;;;;;4;43.59;18.58;;77.44
;;;;;5;39.57;17.12;;77.48
;;;;;6;41.16;16.2;;77.59
;;;;;7;39.88;16.99;;77.69
;;;;;8;37.73;16.7;;77.73
;;;;;9;48.08;16.74;;77.69
;;;;;10;44.42;19.08;;77.62
;;;;;11;49.42;40.98;;77.66
;;;;;12;102.82;42.98;;77.75
;;;;;13;145.01;41.94;;77.78
;;;;;14;176.67;50.57;;77.69
;;;;;15;147.34;37.84;;77.52
;;;;;16;84.41;18.74;;77.45
;;;;;17;102.35;21.05;;77.55
;;;;;18;169.27;41.28;;77.65
;;;;;19;209.62;67.69;;77.58
;;;;;20;205.14;63.9;;77.33
;;;;;21;154.66;32.86;;77.07
;;;;;22;74.43;19.28;;77.02
;;;;;23;134.74;35.16;;77.12
;;;;;24;168.12;48.12;;77.19
;;;;;25;264.63;81.54;;77.24
;;;;;26;259.5;76.78;;77.24
;;;;;27;120.48;29.26;;77.15
;;;;;28;90.55;49.16;;77
;;;;;29;107.03;54.48;;76.88
;;;;;30;150.57;47.62;;76.89
;;;;;31;214.31;66.82;;76.98
;;;;;32;240.43;72.11;;77.11
;;;;;33;168.56;48.08;;77.25
;;;;;34;83.62;48.14;;77.38
;;;;;35;78.1;62.31;;77.46
;;;;;36;138.55;54.05;;77.43
;;;;;37;173.5;53.03;;77.33
;;;;;38;235;78.45;;77.2
;;;;;39;210.87;68.32;;77.11
;;;;;40;48.83;30.39;;77.09
;;;;;41;46.41;52.46;;77.1
;;;;;42;87.95;50.61;;77.05
;;;;;43;180.25;56.14;;76.97
;;;;;44;240.2;77.88;;76.9
;;;;;45;189.45;60.91;;76.91
;;;;;46;83.86;25.58;;77
;;;;;47;72.39;26.8;;77.05
;;;;;48;100.2;33.79;;76.92
;;;;;49;157.68;57.79;;76.62
;;;;;50;309.59;119.45;;76.3
;;;;;51;288.22;110.19;;76.06
;;;;;52;82.16;26.8;;76
;;;;;53;64.41;40.01;;76.08
;;;;;54;100.74;44.8;;76.19
;;;;;55;185.65;56.88;;76.33
;;;;;56;236.48;70.12;;76.65
;;;;;57;191.72;52.85;;77.12
;;;;;58;103.47;22.93;;77.41
;;;;;59;65.63;27.74;;76.63
;;;;;60;86.97;36.71;;73.34
;;;;;61;134.78;49.79;;65.89
;;;;;62;181.7;56.64;;53.82
;;;;;63;154.79;40.53;;38.2
;;;;;64;84.92;22.88;;20.18
;;;;;65;72.89;24.01;;0.28
;;;;;66;63.48;28.62;;-19.2
;;;;;67;147.73;57.48;;-35.43
;;;;;68;255.07;71.63;;-45.98
;;;;;69;227.17;52.57;;-48.53
;;;;;70;80.34;21.57;;-44.31
;;;;;71;63.05;22.57;;-35.67
;;;;;72;131.43;37.65;;-23.37
;;;;;73;182.28;59.89;;-9.29
;;;;;74;246.32;93.72;;4.84
;;;;;75;230.33;92.51;;18.88
;;;;;76;116.64;59.81;;32.51
;;;;;77;76.85;44.14;;45.12
;;;;;78;63.53;32.19;;56.03
;;;;;79;66.05;34.41;;65.14
;;;;;80;72.71;44.44;;73.04
;;;;;;81;;;78.7
;;;;;;82;;;80.6
;;;;;;83;;;79.18
;;;;;;84;;;75.38
;;;;;;85;;;69.29
;;;;;;86;;;61.24
;;;;;;87;;;51.53
;;;;;;88;;;40.36
;;;;;;89;;;27.33
;;;;;;90;;;13.66
;;;;;;91;;;-0.26
;;;;;;92;;;-13.67
;;;;;;93;;;-25.05
;;;;;;94;;;-34.81
;;;;;;95;;;-42.06
;;;;;;96;;;-45.11
;;;;;;97;;;-43.29
;;;;;;98;;;-36.45
;;;;;;99;;;-25.14
;;;;;;100;;;-11.57
;;;;;;101;;;2.8
;;;;;;102;;;17.76
;;;;;;103;;;32.42
;;;;;;104;;;45.61
;;;;;;105;;;56.4
;;;;;;106;;;64.73
;;;;;;107;;;72.42
;;;;;;108;;;79.46
;;;;;;109;;;82.56
;;;;;;110;;;81.08
;;;;;;111;;;76.5
;;;;;;112;;;69.17
;;;;;;113;;;59.55
;;;;;;114;;;47.69
;;;;;;115;;;34.16
;;;;;;116;;;20.57
;;;;;;117;;;8.56
;;;;;;118;;;-2.6
;;;;;;119;;;-12.73
;;;;;;120;;;-20.83
;;;;;;121;;;-27.89
;;;;;;122;;;-33.93
;;;;;;123;;;-37.96
;;;;;;124;;;-38.99
;;;;;;125;;;-36.48
