;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";79.29;295.1;5528.98;;0;20.72;16.77;0.05;64.7
"triceps_brachii_long_(right)";59.53;145.63;19046.88;;1;19.74;17.35;;64.56
;;;;;2;21.03;17.79;;64.48
;;;;;3;20.08;17.86;;64.48
;;;;;4;19.93;18.46;;64.54
;;;;;5;20.9;21.82;;64.65
;;;;;6;21.18;22.06;;64.8
;;;;;7;22.47;18.97;;64.97
;;;;;8;22.06;17.6;;65.07
;;;;;9;19.64;17.48;;65.1
;;;;;10;19.88;17.56;;65.13
;;;;;11;19.65;16.89;;65.15
;;;;;12;21.11;17;;65.12
;;;;;13;21.76;17.74;;65.04
;;;;;14;19.26;18.71;;64.95
;;;;;15;21.35;19.19;;64.84
;;;;;16;22.94;19.7;;64.69
;;;;;17;29.59;23.28;;64.51
;;;;;18;30.08;27.87;;64.41
;;;;;19;25.75;25.72;;64.4
;;;;;20;30.97;28.79;;64.41
;;;;;21;41.93;51.29;;64.42
;;;;;22;37.37;55.32;;64.43
;;;;;23;40.38;43.18;;64.47
;;;;;24;102.14;58.77;;64.64
;;;;;25;154.37;106.87;;64.92
;;;;;26;159.49;136.71;;65.14
;;;;;27;277.39;137.48;;65.21
;;;;;28;295.1;104.26;;65.23
;;;;;29;202.59;63.97;;65.18
;;;;;30;164.37;51.04;;64.96
;;;;;31;86.12;29.5;;64.64
;;;;;32;34.22;56.81;;64.47
;;;;;33;31.65;64.58;;64.54
;;;;;34;25.92;44.77;;64.66
;;;;;35;22.82;28.39;;64.65
;;;;;36;53.35;33.97;;64.48
;;;;;37;129.09;69.76;;64.18
;;;;;38;175.67;116.29;;63.86
;;;;;39;160.35;118.3;;63.72
;;;;;40;125.16;86.12;;63.76
;;;;;41;89.92;59.85;;63.89
;;;;;42;45;28;;64.06
;;;;;43;49.42;36.61;;64.23
;;;;;44;59.65;78.52;;64.38
;;;;;45;52.09;108.75;;64.57
;;;;;46;36.79;89.77;;64.8
;;;;;47;25.02;38.71;;64.94
;;;;;48;57.63;33.69;;64.93
;;;;;49;110.14;74.59;;64.81
;;;;;50;158.22;108.91;;64.66
;;;;;51;165.64;121.08;;64.55
;;;;;52;121.76;90.94;;64.51
;;;;;53;90.3;36.05;;64.59
;;;;;54;109.68;39.37;;64.73
;;;;;55;89.17;66.04;;64.81
;;;;;56;44.55;144.53;;64.74
;;;;;57;41.19;138.38;;64.63
;;;;;58;27.02;52.89;;64.56
;;;;;59;150.48;113.22;;64.51
;;;;;60;182.27;135.51;;64.49
;;;;;61;161.59;118.23;;64.47
;;;;;62;160.16;107.73;;64.39
;;;;;63;110.14;70.27;;64.26
;;;;;64;46.79;31.3;;64.2
;;;;;65;80.03;24.86;;64.15
;;;;;66;81.64;45.57;;64.09
;;;;;67;42.2;79.84;;64.13
;;;;;68;31.77;75.39;;64.24
;;;;;69;22.37;41.18;;64.28
;;;;;70;23.57;31.89;;64.27
;;;;;71;130.67;78.56;;64.29
;;;;;72;152.28;107.98;;64.33
;;;;;73;120.55;93.28;;64.34
;;;;;74;102.47;62.52;;64.32
;;;;;75;55.93;37.11;;64.26
;;;;;76;31.44;21.73;;64.15
;;;;;77;69.32;20.57;;64.06
;;;;;78;71.78;36.29;;64.06
;;;;;79;36.58;60.73;;64.11
;;;;;80;32.76;63.05;;64.13
