;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";107.98;294.75;5528.98;;0;71.82;24.3;0.05;79.05
"triceps_brachii_long_(right)";46.94;122.65;19046.88;;1;75.39;25.59;;78.87
;;;;;2;69.01;25.89;;78.73
;;;;;3;63.87;25.98;;78.63
;;;;;4;62.36;25.25;;78.49
;;;;;5;65.94;25.91;;78.3
;;;;;6;64.53;26.15;;78.1
;;;;;7;65.42;25.1;;77.9
;;;;;8;67.12;25.74;;77.72
;;;;;9;66.29;26.23;;77.53
;;;;;10;67.01;25.39;;77.34
;;;;;11;67.67;23.64;;77.21
;;;;;12;62.62;23.91;;77.14
;;;;;13;64.61;24.44;;77.07
;;;;;14;72.45;24.11;;76.94
;;;;;15;73.48;25.31;;76.81
;;;;;16;67.99;26.1;;76.69
;;;;;17;65.84;25.68;;76.53
;;;;;18;67.12;24.13;;76.38
;;;;;19;67.57;26.18;;76.3
;;;;;20;78.47;26.59;;76.29
;;;;;21;79.02;23.9;;76.3
;;;;;22;87.53;28.56;;76.31
;;;;;23;84.45;86.94;;76.3
;;;;;24;54.72;107.43;;76.26
;;;;;25;235.38;84.41;;76.24
;;;;;26;294.75;64.39;;76.22
;;;;;27;225.57;53.82;;76.2
;;;;;28;159.25;43.48;;76.17
;;;;;29;109;33.27;;76.08
;;;;;30;110.87;35.99;;75.91
;;;;;31;106.95;34.63;;75.7
;;;;;32;84.68;30.32;;75.56
;;;;;33;89.56;71.45;;75.52
;;;;;34;90.42;94.84;;75.57
;;;;;35;82.49;81.53;;75.64
;;;;;36;129.33;59.29;;75.7
;;;;;37;188.2;52.28;;75.71
;;;;;38;195.69;51.61;;75.72
;;;;;39;160.59;43.5;;75.79
;;;;;40;126.82;35.68;;75.87
;;;;;41;98.73;31.15;;75.95
;;;;;42;94.6;31.17;;75.99
;;;;;43;92;28.2;;76
;;;;;44;75.28;77.54;;75.95
;;;;;45;66.93;100.46;;75.89
;;;;;46;55.76;80.04;;75.85
;;;;;47;102.67;52.49;;75.8
;;;;;48;160.71;37.09;;75.72
;;;;;49;163.35;38.97;;75.55
;;;;;50;143.51;45.21;;75.28
;;;;;51;131.91;42.38;;75
;;;;;52;108.32;32.52;;74.74
;;;;;53;88.11;34.68;;74.51
;;;;;54;77.47;37.53;;74.36
;;;;;55;74.14;35.2;;74.3
;;;;;56;66.93;71.55;;74.3
;;;;;57;53.73;86.78;;74.3
;;;;;58;72.09;58.41;;74.28
;;;;;59;122.03;39.67;;74.26
;;;;;60;153.73;44.66;;74.2
;;;;;61;172.64;45.12;;74.17
;;;;;62;160.67;41.84;;74.39
;;;;;63;124.99;30.86;;74.77
;;;;;64;113.49;26.61;;75.13
;;;;;65;96.85;25.26;;75.48
;;;;;66;69.5;27.63;;75.93
;;;;;67;56.57;35.2;;76.38
;;;;;68;54.24;72.77;;76.74
;;;;;69;47.52;83.38;;76.97
;;;;;70;40.47;60.81;;77.07
;;;;;71;101.43;49.3;;77.09
;;;;;72;196.07;51.86;;76.99
;;;;;73;212.65;52.78;;76.89
;;;;;74;158.42;46.71;;76.97
;;;;;75;131.48;38.06;;77.02
;;;;;76;111.79;33.09;;76.81
;;;;;77;92.37;36.74;;76.51
;;;;;78;81.43;36.71;;76.35
;;;;;79;63.48;52.27;;76.3
;;;;;80;56.42;85.12;;76.19
;;;;;81;71.63;81.36;;75.86
;;;;;82;184.22;47.25;;75.24
;;;;;83;260.51;44.95;;74.43
;;;;;84;230.93;57.23;;73.65
;;;;;85;187.77;55.06;;73.18
;;;;;86;159.57;40.6;;73.04
;;;;;87;103.17;33.83;;73.05
;;;;;88;99.97;33.32;;73.12
;;;;;89;94.28;32.11;;73.17
;;;;;90;71.67;33.89;;73.17
;;;;;91;62.33;70.24;;73.18
;;;;;92;61.42;95.71;;73.24
;;;;;93;65.44;76.02;;73.32
;;;;;94;111.68;48.63;;73.38
;;;;;95;170.63;55.09;;73.47
;;;;;96;188.54;55.59;;73.58
;;;;;97;185.24;53.1;;73.71
;;;;;98;149.64;43.79;;73.79
;;;;;99;83.29;35.59;;73.78
;;;;;100;73.08;35.22;;73.7
;;;;;101;66.61;33.77;;73.57
;;;;;102;65;98.12;;73.44
;;;;;103;63.03;122.65;;73.34
;;;;;104;73.97;83.04;;73.23
;;;;;105;133.6;56.49;;73.19
;;;;;106;186.06;58.23;;73.33
;;;;;107;192.8;50.72;;73.58
;;;;;108;205.65;62.69;;73.54
;;;;;109;189.19;59.13;;73
;;;;;110;119.15;39.96;;71.87
;;;;;111;88.74;34.05;;69.06
;;;;;112;76.59;34.21;;63.39
;;;;;113;67.64;46.44;;54.44
;;;;;114;65.31;82.9;;42.11
;;;;;115;61.95;85.74;;27.06
;;;;;116;87.3;52.87;;10.46
;;;;;117;110.83;44.42;;-6.27
;;;;;118;137.24;49.7;;-23.02
;;;;;119;203.15;54.47;;-38.49
;;;;;120;198.64;54.47;;-51.29
;;;;;121;127.14;41.78;;-62.38
;;;;;122;99.49;34.5;;-71.31
;;;;;123;89.83;34.73;;-76.77
;;;;;124;86.53;34.23;;-78.91
