;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";80.38;318.7;1621.75;;0;34.16;5.92;0.05;69.89
"triceps_brachii_long_(right)";47.02;242.2;19046.88;;1;32.24;6.8;;69.61
;;;;;2;33.22;6.87;;69.27
;;;;;3;35.97;6.19;;68.96
;;;;;4;35;5.87;;68.66
;;;;;5;33.94;5.74;;68.37
;;;;;6;35.75;5.8;;68.11
;;;;;7;36.39;5.59;;67.82
;;;;;8;35.14;5.83;;67.53
;;;;;9;35.88;6.69;;67.29
;;;;;10;34.81;6.99;;67.06
;;;;;11;32.82;7.08;;66.82
;;;;;12;31.07;6.84;;66.59
;;;;;13;28.91;6.32;;66.36
;;;;;14;31.4;6.39;;66.19
;;;;;15;32.44;6.88;;66.04
;;;;;16;31.87;6.81;;65.89
;;;;;17;32.65;6.34;;65.74
;;;;;18;32.66;6.59;;65.57
;;;;;19;37.84;6.9;;65.41
;;;;;20;40.2;6.82;;65.32
;;;;;21;36.21;6.64;;65.25
;;;;;22;36.4;6.69;;65.16
;;;;;23;36.38;6.65;;65.07
;;;;;24;38.65;6.48;;65
;;;;;25;39.45;6.49;;64.94
;;;;;26;34.5;6.23;;64.89
;;;;;27;30.02;6.74;;64.86
;;;;;28;29.74;6.93;;64.86
;;;;;29;31.93;6.65;;64.89
;;;;;30;32.32;6.81;;64.91
;;;;;31;30.78;6.33;;64.91
;;;;;32;30.63;6.24;;64.91
;;;;;33;32.23;6.62;;64.9
;;;;;34;31.73;6.55;;64.9
;;;;;35;32.76;6.57;;64.9
;;;;;36;33.21;5.91;;64.96
;;;;;37;32.36;5.67;;65.06
;;;;;38;35.03;6.48;;65.14
;;;;;39;45.81;7.51;;65.19
;;;;;40;54.88;14.13;;65.26
;;;;;41;51.15;20.25;;65.3
;;;;;42;43.74;46.34;;65.32
;;;;;43;64.28;84.23;;65.37
;;;;;44;213.23;82.43;;65.44
;;;;;45;318.7;46.6;;65.49
;;;;;46;294.66;27.53;;65.53
;;;;;47;176.67;15.73;;65.56
;;;;;48;80.16;12.57;;65.59
;;;;;49;60.15;14.39;;65.66
;;;;;50;46.34;35.28;;65.71
;;;;;51;63.02;145.24;;65.76
;;;;;52;73.37;192.77;;65.84
;;;;;53;70.47;159.86;;65.96
;;;;;54;117.96;97.69;;66.08
;;;;;55;155.97;43.75;;66.18
;;;;;56;221.97;33.21;;66.26
;;;;;57;228.57;22.3;;66.34
;;;;;58;138.01;13.14;;66.38
;;;;;59;80.28;13.75;;66.39
;;;;;60;63.67;23.71;;66.44
;;;;;61;40.64;41.46;;66.52
;;;;;62;73.52;159.02;;66.57
;;;;;63;83.14;202.73;;66.63
;;;;;64;55.64;146.05;;66.66
;;;;;65;75.94;70.37;;66.67
;;;;;66;99.85;31.83;;66.72
;;;;;67;146.12;22.14;;66.77
;;;;;68;175.23;21.07;;66.82
;;;;;69;136.49;17.34;;66.91
;;;;;70;80.39;15.91;;67.02
;;;;;71;60.86;17;;67.11
;;;;;72;52.08;36.34;;67.16
;;;;;73;74.29;154.95;;67.18
;;;;;74;98.89;224.3;;67.23
;;;;;75;80.44;184.48;;67.31
;;;;;76;99.87;84.32;;67.36
;;;;;77;127.77;31.26;;67.39
;;;;;78;200.86;27.45;;67.42
;;;;;79;204.96;23.24;;67.45
;;;;;80;107.22;16.18;;67.47
;;;;;81;77.46;22.53;;67.46
;;;;;82;65.57;33.64;;67.4
;;;;;83;47.11;28.9;;67.36
;;;;;84;51.64;97.25;;67.37
;;;;;85;75.64;202.03;;67.41
;;;;;86;78.75;242.2;;67.45
;;;;;87;63.6;171.1;;67.44
;;;;;88;110.35;51.07;;67.42
;;;;;89;151.54;30.51;;67.46
;;;;;90;217.42;28.45;;67.51
;;;;;91;216.74;23.13;;67.53
;;;;;92;132.79;15.07;;67.54
;;;;;93;86.02;14.68;;67.59
;;;;;94;59.49;13.84;;67.64
;;;;;95;48.03;41.44;;67.66
;;;;;96;71.25;151.71;;67.68
;;;;;97;86.74;229.23;;67.71
;;;;;98;73.69;188.16;;67.7
;;;;;99;92.67;67.76;;67.65
;;;;;100;134;27.98;;67.66
;;;;;101;173.3;26.08;;67.76
;;;;;102;192.54;22.38;;67.9
;;;;;103;143.38;18.28;;68.02
;;;;;104;59.37;17.92;;67.97
;;;;;105;45.22;17.09;;67.77
;;;;;106;40.9;15.29;;67.62
;;;;;107;73.62;133.45;;67.66
;;;;;108;105.6;220.3;;67.9
;;;;;109;94.31;197.18;;68.09
;;;;;110;111.67;91.06;;68.1
;;;;;111;125.67;25.43;;67.94
;;;;;112;113.17;25.66;;67.74
;;;;;113;169.2;24.22;;67.69
;;;;;114;161.48;19.64;;67.72
;;;;;115;78.08;14.54;;67.67
;;;;;116;47.89;13.35;;67.5
;;;;;117;35.03;19.48;;67.26
;;;;;118;60.92;116.45;;67.09
;;;;;119;83.01;220.49;;67.07
;;;;;120;68.54;210.31;;67.11
;;;;;121;76.25;96.73;;67.12
;;;;;122;114.51;25.71;;67.05
;;;;;123;130.07;23.44;;66.95
;;;;;124;204.16;28.15;;66.93
;;;;;125;200.01;24.52;;66.99
;;;;;126;98.73;17.9;;67.09
;;;;;127;64.95;15.78;;67.2
;;;;;128;52.24;26.3;;67.28
;;;;;129;50.55;76.9;;67.37
;;;;;130;72.46;173.37;;67.4
;;;;;131;86.02;212.44;;67.32
;;;;;132;97.9;145.02;;67.18
;;;;;133;106.63;31.73;;67.02
;;;;;134;94.34;24.84;;66.93
;;;;;135;109.59;22.45;;67.03
;;;;;136;128.6;22.68;;67.22
;;;;;137;100.68;18.11;;67.32
;;;;;138;78.97;13.21;;67.25
;;;;;139;82.96;13.26;;67.09
