;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";79.42;265.4;5528.98;;0;38.32;21.8;0.05;72.2
"triceps_brachii_long_(right)";54.78;151.67;19046.88;;1;39.85;20.38;;72.06
;;;;;2;39.88;20.97;;71.86
;;;;;3;37.01;19.73;;71.69
;;;;;4;36.85;17.8;;71.6
;;;;;5;37.79;16.86;;71.48
;;;;;6;36.54;15.98;;71.34
;;;;;7;35.24;17.72;;71.32
;;;;;8;38.36;21.82;;71.37
;;;;;9;42.34;23.56;;71.46
;;;;;10;41.75;20.73;;71.65
;;;;;11;43.74;21.85;;71.92
;;;;;12;53.73;26.76;;72.16
;;;;;13;63.46;30.67;;72.33
;;;;;14;66.64;39.96;;72.44
;;;;;15;65.1;38.1;;72.5
;;;;;16;64.18;28.84;;72.58
;;;;;17;65.11;31.7;;72.64
;;;;;18;61.66;32.2;;72.67
;;;;;19;54.07;30.29;;72.68
;;;;;20;52.99;33.58;;72.65
;;;;;21;57.09;34.7;;72.66
;;;;;22;56.73;32.09;;72.69
;;;;;23;53.06;29.61;;72.7
;;;;;24;48.56;25.06;;72.77
;;;;;25;46.74;24.5;;72.89
;;;;;26;46.08;28.02;;72.95
;;;;;27;45.01;29.23;;72.98
;;;;;28;47.51;27.65;;72.95
;;;;;29;47.27;28.2;;72.84
;;;;;30;47.83;29.68;;72.69
;;;;;31;47.64;31.24;;72.52
;;;;;32;44.85;32.54;;72.43
;;;;;33;44.52;30.42;;72.41
;;;;;34;43.57;27.73;;72.41
;;;;;35;45.1;26.48;;72.41
;;;;;36;47.99;26.75;;72.37
;;;;;37;48.87;28.85;;72.29
;;;;;38;46.79;36.63;;72.19
;;;;;39;64.59;67.51;;72.07
;;;;;40;93.74;96.65;;72.01
;;;;;41;114.94;101.83;;72.04
;;;;;42;138.99;103.4;;72.02
;;;;;43;159.93;109.14;;71.93
;;;;;44;129.83;100.68;;71.86
;;;;;45;75.1;73.78;;71.81
;;;;;46;59.32;44.78;;71.9
;;;;;47;37.24;40.59;;72
;;;;;48;30.6;50.16;;71.84
;;;;;49;33.66;60.16;;71.78
;;;;;50;53.4;87.72;;71.83
;;;;;51;67.55;109.9;;71.73
;;;;;52;69.19;96.27;;71.66
;;;;;53;108.5;77.69;;71.64
;;;;;54;242.91;78.45;;71.65
;;;;;55;265.4;97.89;;71.69
;;;;;56;151.88;97.55;;71.65
;;;;;57;61.72;61.21;;71.57
;;;;;58;46.25;39.07;;71.48
;;;;;59;34.12;37.05;;71.4
;;;;;60;37.67;55.81;;71.34
;;;;;61;58.89;76.15;;71.26
;;;;;62;85.11;137.76;;71.15
;;;;;63;88.08;151.67;;71.06
;;;;;64;79.64;105.77;;70.99
;;;;;65;96.16;84.82;;70.96
;;;;;66;138.51;95.63;;70.93
;;;;;67;158.51;93.48;;70.79
;;;;;68;118.09;59.43;;70.54
;;;;;69;51.72;28.34;;70.32
;;;;;70;39.01;23.87;;70.21
;;;;;71;42.79;33.39;;70.02
;;;;;72;84.15;66.54;;69.76
;;;;;73;109;122.88;;69.84
;;;;;74;96.79;127.93;;70.22
;;;;;75;77.99;91.01;;70.19
;;;;;76;93.54;78.31;;69.85
;;;;;77;144.55;79.99;;69.6
;;;;;78;176.8;89.24;;69.32
;;;;;79;139.86;72.47;;69.28
;;;;;80;67.86;38.02;;69.43
;;;;;81;54.04;40.28;;69.55
;;;;;82;49.76;40.32;;69.58
;;;;;83;57.18;45.83;;69.5
;;;;;84;78.08;73.11;;69.4
;;;;;85;86.04;85.59;;69.42
;;;;;86;79.52;79.82;;69.55
;;;;;87;87.44;62.61;;69.65
;;;;;88;113.41;63.31;;69.66
;;;;;89;150.24;93.98;;69.57
;;;;;90;148.21;92.94;;69.53
;;;;;91;97.08;55.78;;69.58
;;;;;92;58.86;29.8;;69.65
;;;;;93;51.16;23.67;;69.7
;;;;;94;53.22;23.52;;69.76
;;;;;95;80.7;57.77;;69.78
;;;;;96;95.55;83.68;;69.68
;;;;;97;87.27;85.7;;69.61
;;;;;98;77.43;81.98;;69.56
;;;;;99;86.82;82.85;;69.42
;;;;;100;118.4;87;;69.38
;;;;;101;128.88;84.67;;69.38
;;;;;102;128.84;67.22;;69.41
;;;;;103;103.01;41.26;;69.44
;;;;;104;50.51;27.24;;69.39
;;;;;105;47.75;26.63;;69.3
;;;;;106;58.39;36.03;;69.13
;;;;;107;76.31;56.35;;69.04
;;;;;108;84.06;90.85;;68.81
;;;;;109;78.22;104.24;;68.82
;;;;;110;97.8;82.71;;69.49
;;;;;111;127.35;70.18;;69.79
;;;;;112;156.44;73.2;;69.45
;;;;;113;207.98;73.03;;69.31
;;;;;114;200.54;57.5;;69.18
;;;;;115;141.85;31.6;;68.79
;;;;;116;101.32;25.84;;68.52
;;;;;117;66.13;29.1;;68.34
;;;;;118;75.02;54.84;;68.21
;;;;;119;89.57;79.43;;68.18
;;;;;120;86.76;85.36;;68.14
;;;;;121;75.2;77.06;;68.07
;;;;;122;91.74;65.86;;67.99
;;;;;123;111.58;69.84;;67.93
;;;;;124;114.59;84.28;;67.9
;;;;;125;90.25;70.03;;67.9
;;;;;126;54.42;36.44;;67.93
;;;;;127;47.55;25.06;;67.97
;;;;;128;46.89;25.03;;68.01
;;;;;129;61.37;44.17;;68.08
;;;;;130;91.16;70.19;;68.18
;;;;;131;92.06;86.16;;68.3
;;;;;132;57.98;84.2;;68.39
;;;;;133;48.41;63.53;;68.47
;;;;;134;127.96;61.06;;68.57
;;;;;135;172.16;72.54;;68.7
;;;;;136;186.01;81.61;;68.84
;;;;;137;162.93;72.02;;68.94
;;;;;138;92.4;38.89;;68.99
;;;;;139;45.72;28.06;;68.97
;;;;;140;36.94;35.13;;68.9
;;;;;141;52.56;60.8;;68.85
;;;;;142;84.69;79.2;;68.85
;;;;;143;88.12;83.19;;68.91
;;;;;144;86.51;66.4;;68.99
;;;;;145;118.58;60.99;;69.04
;;;;;146;148.79;85.81;;69.11
;;;;;147;175.14;83.95;;69.21
;;;;;148;139.17;54.22;;69.31
;;;;;149;57.02;26.3;;69.41
;;;;;150;48.86;23.89;;69.48
;;;;;151;39.58;23.78;;69.52
;;;;;152;45.78;23.58;;69.52
;;;;;153;48.39;24.25;;69.47
;;;;;154;43.45;24.51;;69.45
;;;;;155;40.47;23.65;;69.48
;;;;;156;40.74;24.14;;69.52
;;;;;157;42.23;23.88;;69.54
;;;;;158;41.32;23.08;;69.52
;;;;;159;39.13;24.66;;69.47
;;;;;160;40.82;23.28;;69.43
;;;;;161;41.22;21.12;;69.4
;;;;;162;40.01;22.28;;69.41
;;;;;163;39.41;24.21;;69.46
;;;;;164;35.21;24.46;;69.49
;;;;;;165;;;69.43
;;;;;;166;;;69.27
;;;;;;167;;;69.11
;;;;;;168;;;69
;;;;;;169;;;68.99
;;;;;;170;;;69.08
;;;;;;171;;;69.19
;;;;;;172;;;69.26
;;;;;;173;;;69.26
;;;;;;174;;;69.22
;;;;;;175;;;69.24
;;;;;;176;;;69.31
;;;;;;177;;;69.44
;;;;;;178;;;69.59
;;;;;;179;;;69.73
;;;;;;180;;;69.84
;;;;;;181;;;69.93
;;;;;;182;;;69.99
;;;;;;183;;;70.05
;;;;;;184;;;70.13
;;;;;;185;;;70.25
;;;;;;186;;;70.37
;;;;;;187;;;70.44
;;;;;;188;;;70.48
;;;;;;189;;;70.53
;;;;;;190;;;70.62
;;;;;;191;;;70.76
;;;;;;192;;;70.94
;;;;;;193;;;71.16
;;;;;;194;;;71.41
;;;;;;195;;;71.77
;;;;;;196;;;72.23
;;;;;;197;;;72.6
;;;;;;198;;;72.23
;;;;;;199;;;69.75
;;;;;;200;;;63.88
;;;;;;201;;;54.29
;;;;;;202;;;41.03
;;;;;;203;;;24.74
;;;;;;204;;;6.23
;;;;;;205;;;-13.95
;;;;;;206;;;-33.04
;;;;;;207;;;-48.28
;;;;;;208;;;-58.43
;;;;;;209;;;-63.34
;;;;;;210;;;-65.69
;;;;;;211;;;-66.27
;;;;;;212;;;-64.08
;;;;;;213;;;-59.39
;;;;;;214;;;-53.29
;;;;;;215;;;-47.35
;;;;;;216;;;-42.25
;;;;;;217;;;-37.49
;;;;;;218;;;-32.03
;;;;;;219;;;-24.73
;;;;;;220;;;-14.99
;;;;;;221;;;-3.03
;;;;;;222;;;10.35
;;;;;;223;;;24.33
;;;;;;224;;;37.44
;;;;;;225;;;48.63
;;;;;;226;;;57.73
;;;;;;227;;;64.98
;;;;;;228;;;71.05
;;;;;;229;;;76.56
;;;;;;230;;;81.81
;;;;;;231;;;86.78
;;;;;;232;;;91.19
;;;;;;233;;;94.67
