;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";60.99;163.28;5528.98;;0;6.64;7.61;0.05;93.88
"triceps_brachii_long_(right)";29.79;104.59;19046.88;;1;6.65;7.04;;94.03
;;;;;2;5.88;7.86;;94.15
;;;;;3;6.2;8.54;;94.27
;;;;;4;6.94;9.57;;94.42
;;;;;5;6.71;10.04;;94.55
;;;;;6;6.38;8.59;;94.63
;;;;;7;6.14;8.72;;94.68
;;;;;8;6.14;8.54;;94.72
;;;;;9;6.61;7.63;;94.75
;;;;;10;6.95;6.96;;94.8
;;;;;11;17.73;82.35;;94.83
;;;;;12;49.92;83.54;;94.81
;;;;;13;122.94;28.74;;94.69
;;;;;14;119.17;31.46;;94.49
;;;;;15;75.23;32.5;;94.3
;;;;;16;80.7;32.13;;94.16
;;;;;17;73.22;24.88;;94.05
;;;;;18;76.39;20.81;;93.93
;;;;;19;58.07;17.17;;93.79
;;;;;20;54.35;24.93;;93.65
;;;;;21;49.54;33.19;;93.54
;;;;;22;22.45;45.51;;93.48
;;;;;23;41.75;52.56;;93.45
;;;;;24;74.38;39.9;;93.44
;;;;;25;67.37;24.61;;93.44
;;;;;26;56.13;19.81;;93.41
;;;;;27;84.31;32.62;;93.36
;;;;;28;73.46;45.66;;93.28
;;;;;29;55.77;57.22;;93.19
;;;;;30;60.33;49.24;;93.08
;;;;;31;87.51;25.6;;92.98
;;;;;32;132.89;42.75;;92.9
;;;;;33;116.52;40.89;;92.83
;;;;;34;58.39;76.45;;92.75
;;;;;35;49.35;82.03;;92.65
;;;;;36;64.85;36.21;;92.57
;;;;;37;81.8;21.31;;92.5
;;;;;38;79.7;20.26;;92.44
;;;;;39;78.32;18.1;;92.37
;;;;;40;87.32;88.42;;92.26
;;;;;41;82.58;104.59;;92.09
;;;;;42;87.75;60.08;;91.86
;;;;;43;94.63;23.84;;91.59
;;;;;44;71.95;18.16;;91.29
;;;;;45;60.91;22.19;;90.96
;;;;;46;79.61;51.48;;90.57
;;;;;47;69.32;51.26;;90.19
;;;;;48;71.42;26.65;;90.03
;;;;;49;95.8;48.87;;90.06
;;;;;50;136.33;52.87;;90.08
;;;;;51;163.28;40.13;;89.93
;;;;;52;136.59;58.2;;89.64
;;;;;53;78.25;74.14;;89.3
;;;;;54;46.21;56.78;;89.01
;;;;;55;58.48;21.45;;88.73
;;;;;56;72.78;23.86;;88.45
;;;;;57;74.46;21.55;;88.13
;;;;;58;153.75;33.77;;87.78
;;;;;59;149.98;51.87;;87.41
;;;;;60;70.67;67.42;;87.07
;;;;;61;72.82;54.77;;86.88
;;;;;62;77.87;19.01;;86.76
;;;;;63;109.5;26.34;;84.38
;;;;;64;101.99;26.83;;74.94
;;;;;65;61.95;30.75;;57.59
;;;;;66;40.02;32.45;;36.46
;;;;;67;36.21;21.56;;13.57
;;;;;68;40.76;27.52;;-7.69
;;;;;69;77.81;32.38;;-21.73
;;;;;70;95.27;23.11;;-27.61
;;;;;71;128.34;23.14;;-24.9
;;;;;72;126.85;22.44;;-12.2
;;;;;73;72.75;11.62;;6.44
;;;;;74;41.56;6.36;;25.81
;;;;;75;33.73;5.27;;45.96
;;;;;76;26.37;5.2;;67.68
;;;;;77;20.97;4.84;;88.71
;;;;;78;20.14;4.03;;105.32
;;;;;79;20.57;3.89;;113.93
;;;;;80;18.67;3.92;;111.95
;;;;;81;17.21;3.96;;103.36
;;;;;82;15.8;4.06;;94.48
;;;;;83;17.45;4.41;;84.1
;;;;;84;16.7;4.52;;70.4
;;;;;85;17.32;4.61;;54.26
;;;;;86;17.18;4.41;;35.38
;;;;;87;14.02;4.1;;13.46
;;;;;88;12.48;4.56;;-8.5
;;;;;;89;;;-26.09
;;;;;;90;;;-39.36
;;;;;;91;;;-48.88
;;;;;;92;;;-53.56
;;;;;;93;;;-52.68
;;;;;;94;;;-46.59
;;;;;;95;;;-37.27
;;;;;;96;;;-26.09
;;;;;;97;;;-13.73
;;;;;;98;;;-0.53
;;;;;;99;;;12.8
;;;;;;100;;;25.74
;;;;;;101;;;38.72
;;;;;;102;;;52.21
;;;;;;103;;;66.19
;;;;;;104;;;81.18
;;;;;;105;;;96.78
;;;;;;106;;;110.5
;;;;;;107;;;120.49
;;;;;;108;;;127.04
;;;;;;109;;;130.54
;;;;;;110;;;130.94
;;;;;;111;;;129.24
;;;;;;112;;;126.69
;;;;;;113;;;123.72
;;;;;;114;;;120.32
;;;;;;115;;;115.43
;;;;;;116;;;107.07
;;;;;;117;;;95.59
;;;;;;118;;;82.29
;;;;;;119;;;66.48
;;;;;;120;;;48.27
;;;;;;121;;;26.83
;;;;;;122;;;3.63
;;;;;;123;;;-17.18
;;;;;;124;;;-34.67
;;;;;;125;;;-44.53
;;;;;;126;;;-44.41
;;;;;;127;;;-38.45
;;;;;;128;;;-29.85
;;;;;;129;;;-19.6
;;;;;;130;;;-8.02
;;;;;;131;;;4.02
;;;;;;132;;;15.9
;;;;;;133;;;27.68
;;;;;;134;;;39.26
;;;;;;135;;;50.32
;;;;;;136;;;61.39
;;;;;;137;;;73.56
;;;;;;138;;;88.02
;;;;;;139;;;101.74
;;;;;;140;;;109.94
;;;;;;141;;;113.57
;;;;;;142;;;115.21
;;;;;;143;;;115.43
;;;;;;144;;;114.88
;;;;;;145;;;114.25
;;;;;;146;;;112.11
;;;;;;147;;;106.84
;;;;;;148;;;99.21
;;;;;;149;;;90.05
;;;;;;150;;;79.66
;;;;;;151;;;67.26
;;;;;;152;;;51.26
;;;;;;153;;;31.83
;;;;;;154;;;11.2
;;;;;;155;;;-8.66
;;;;;;156;;;-25.9
;;;;;;157;;;-37.62
;;;;;;158;;;-42.55
;;;;;;159;;;-42.33
;;;;;;160;;;-39.15
;;;;;;161;;;-34.83
;;;;;;162;;;-30.12
;;;;;;163;;;-24.95
;;;;;;164;;;-18.56
;;;;;;165;;;-10.2
;;;;;;166;;;0
;;;;;;167;;;11.97
;;;;;;168;;;25.09
;;;;;;169;;;38.23
;;;;;;170;;;50.77
;;;;;;171;;;62.93
;;;;;;172;;;76.48
;;;;;;173;;;92.75
;;;;;;174;;;110.06
;;;;;;175;;;125.03
;;;;;;176;;;137.06
;;;;;;177;;;145.1
;;;;;;178;;;144.45
;;;;;;179;;;133.24
;;;;;;180;;;114.63
;;;;;;181;;;93.46
;;;;;;182;;;72.69
;;;;;;183;;;51.95
;;;;;;184;;;31.77
;;;;;;185;;;13.3
;;;;;;186;;;-4.07
;;;;;;187;;;-20.63
;;;;;;188;;;-35.49
;;;;;;189;;;-46.84
;;;;;;190;;;-53.91
;;;;;;191;;;-56.98
;;;;;;192;;;-55.85
;;;;;;193;;;-50.1
;;;;;;194;;;-41.01
;;;;;;195;;;-29.8
;;;;;;196;;;-16.6
;;;;;;197;;;-2.37
;;;;;;198;;;11.61
;;;;;;199;;;24.91
;;;;;;200;;;38.21
;;;;;;201;;;52.28
;;;;;;202;;;67.62
;;;;;;203;;;83.85
;;;;;;204;;;100.46
;;;;;;205;;;116.51
;;;;;;206;;;127.41
;;;;;;207;;;130.63
;;;;;;208;;;129.54
;;;;;;209;;;125.43
;;;;;;210;;;116.78
;;;;;;211;;;102.98
;;;;;;212;;;85.75
