;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";79.46;172.75;5528.98;;0;21.96;8.2;0.05;76.88
"triceps_brachii_long_(right)";37.63;111.63;19046.88;;1;22.57;8.72;;76.78
;;;;;2;23.92;8.12;;76.68
;;;;;3;22.65;7.46;;76.53
;;;;;4;22.31;7.01;;76.34
;;;;;5;21.9;8.22;;76.21
;;;;;6;22.56;8.78;;76.14
;;;;;7;22.58;8.56;;76.1
;;;;;8;23.11;8.66;;76.11
;;;;;9;24.36;8.15;;76.16
;;;;;10;22.17;8.13;;76.21
;;;;;11;22.84;8.22;;76.18
;;;;;12;23.09;8.12;;76.12
;;;;;13;23.02;8.16;;76.09
;;;;;14;23.99;7.99;;76.11
;;;;;15;22.4;7.85;;76.13
;;;;;16;46.22;33.22;;76.14
;;;;;17;56.2;57.71;;76.11
;;;;;18;52.64;62.82;;76.08
;;;;;19;73.37;74.36;;76.05
;;;;;20;98.41;70.12;;76.03
;;;;;21;97.37;37.18;;76.02
;;;;;22;63.39;20.74;;76
;;;;;23;43.78;24.1;;75.95
;;;;;24;68.48;30.5;;75.89
;;;;;25;94.94;61.59;;75.85
;;;;;26;161.29;63.86;;75.83
;;;;;27;158.37;34.46;;75.83
;;;;;28;71.98;25.07;;75.82
;;;;;29;33.7;25.27;;75.81
;;;;;30;75.39;27.91;;75.81
;;;;;31;105.91;50.23;;75.82
;;;;;32;128.51;64.56;;75.84
;;;;;33;142.95;49.53;;75.83
;;;;;34;104.44;22.97;;75.8
;;;;;35;49.9;25.83;;75.78
;;;;;36;76.4;33.87;;75.8
;;;;;37;92.48;51.71;;75.83
;;;;;38;116.19;71.76;;75.9
;;;;;39;125.2;59.45;;75.97
;;;;;40;101.44;28.44;;75.96
;;;;;41;69.34;31.73;;75.89
;;;;;42;71.17;30.87;;75.82
;;;;;43;95.24;42.63;;75.81
;;;;;44;125.3;61.11;;75.84
;;;;;45;146.12;52.69;;75.87
;;;;;46;108.32;22.45;;75.88
;;;;;47;41.82;23.57;;75.89
;;;;;48;69.31;34.81;;75.89
;;;;;49;102.66;52.8;;75.86
;;;;;50;114.39;56.72;;75.81
;;;;;51;138.06;41.29;;75.78
;;;;;52;119.81;29.45;;75.76
;;;;;53;51.27;37.33;;75.68
;;;;;54;68.49;58.47;;75.57
;;;;;55;106.55;75.5;;75.5
;;;;;56;116.61;74.61;;75.49
;;;;;57;121.89;51.89;;75.49
;;;;;58;99.45;25.22;;75.46
;;;;;59;41.42;69.91;;75.44
;;;;;60;61.35;73.6;;75.47
;;;;;61;108.48;68.95;;75.52
;;;;;62;130.38;76.28;;75.57
;;;;;63;136.77;45.3;;75.59
;;;;;64;106.2;24.22;;75.6
;;;;;65;36.94;30.39;;75.63
;;;;;66;68.28;30.74;;75.69
;;;;;67;114.15;106.08;;75.7
;;;;;68;149.37;111.63;;75.68
;;;;;69;144.53;46.66;;75.68
;;;;;70;93.02;33.32;;75.67
;;;;;71;54.03;28.96;;75.62
;;;;;72;96.78;57.48;;75.57
;;;;;73;111.52;79.89;;75.54
;;;;;74;169.67;69.57;;75.51
;;;;;75;172.75;49.66;;75.46
;;;;;76;97.49;35.85;;75.42
;;;;;77;71.18;21.34;;75.41
;;;;;78;58.35;15.74;;75.44
;;;;;79;58.17;15.34;;75.49
;;;;;80;56.16;14.13;;75.51
;;;;;81;56.83;12.44;;75.51
;;;;;82;60.66;12.54;;75.53
;;;;;83;65.77;14.1;;75.57
;;;;;84;63.62;13.6;;75.6
;;;;;;85;;;75.59
;;;;;;86;;;75.57
;;;;;;87;;;75.42
;;;;;;88;;;74.73
;;;;;;89;;;72.69
