;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";143.07;494.64;5528.98;;0;122.74;33.58;0.05;73.49
"triceps_brachii_long_(right)";80.01;171.16;19046.88;;1;99.68;34.26;;73.06
;;;;;2;75.6;30.71;;73.03
;;;;;3;73.75;27.34;;73.03
;;;;;4;76.78;24.42;;72.65
;;;;;5;76.23;30.63;;72.08
;;;;;6;71;34.63;;71.34
;;;;;7;70.35;29.09;;70.64
;;;;;8;84.02;26.52;;70.51
;;;;;9;79.08;25.01;;70.93
;;;;;10;70.93;21.88;;71.19
;;;;;11;69.29;31.6;;70.86
;;;;;12;72.94;33.07;;70.37
;;;;;13;76.17;23.85;;70.01
;;;;;14;66.03;23.09;;69.82
;;;;;15;67.09;24.16;;70.07
;;;;;16;70.23;30.74;;70.75
;;;;;17;73.6;37.05;;71.49
;;;;;18;78.15;38.36;;72.49
;;;;;19;71.18;36.46;;73.82
;;;;;20;71.38;29.9;;74.98
;;;;;21;76.96;31.43;;75.86
;;;;;22;88.97;56.3;;76.7
;;;;;23;93.19;62.2;;77.6
;;;;;24;79.8;40.99;;78.46
;;;;;25;72.93;26.24;;79.21
;;;;;26;70.8;29.34;;79.92
;;;;;27;69.7;28.15;;80.55
;;;;;28;64.9;35.19;;80.97
;;;;;29;54.46;49.61;;81.18
;;;;;30;67.79;58;;81.17
;;;;;31;80.45;49.31;;81.04
;;;;;32;79.13;30.45;;80.89
;;;;;33;68.98;23.23;;80.75
;;;;;34;60.7;30.43;;80.6
;;;;;35;74.39;39.78;;80.52
;;;;;36;94.11;36.9;;80.53
;;;;;37;122.93;80.29;;80.55
;;;;;38;127.49;96.05;;80.38
;;;;;39;105.86;82.72;;80.18
;;;;;40;137.56;136.5;;80.33
;;;;;41;121.49;141.65;;80.65
;;;;;42;28.77;84.58;;80.77
;;;;;43;59.22;59.88;;80.58
;;;;;44;140.68;97.42;;80.27
;;;;;45;307.99;162.37;;80.06
;;;;;46;494.64;171.16;;79.99
;;;;;47;421.9;123.97;;80.03
;;;;;48;192.84;126.68;;80.08
;;;;;49;186.26;144.32;;80.17
;;;;;50;113.4;102.54;;80.3
;;;;;51;76.16;64.37;;80.41
;;;;;52;50.72;91.11;;80.46
;;;;;53;24.81;87.57;;80.43
;;;;;54;69.13;75.79;;80.36
;;;;;55;144.72;86.03;;80.27
;;;;;56;225.97;137.82;;80.23
;;;;;57;403.72;149.87;;80.26
;;;;;58;384.09;109.72;;80.33
;;;;;59;196.07;128.16;;80.39
;;;;;60;216.01;134.26;;80.38
;;;;;61;170.05;80.97;;80.33
;;;;;62;85.41;51.93;;80.31
;;;;;63;79.16;113.46;;80.32
;;;;;64;31.05;116.11;;80.28
;;;;;65;102.59;89.55;;80.24
;;;;;66;170.99;111.77;;80.21
;;;;;67;252.24;120.64;;80.09
;;;;;68;335.11;157.35;;79.98
;;;;;69;319.83;170.66;;79.94
;;;;;70;263.95;142.83;;79.96
;;;;;71;269.42;154.06;;80.07
;;;;;72;219.12;125.41;;80.25
;;;;;73;123.9;60.99;;80.43
;;;;;74;88.18;103.83;;80.57
;;;;;75;59.19;117.18;;80.65
;;;;;76;26.48;78.69;;80.71
;;;;;77;77.31;48.81;;80.74
;;;;;78;178.94;93.08;;80.77
;;;;;79;416.93;149.55;;80.76
;;;;;80;459.64;170.77;;80.75
;;;;;81;301.35;151.88;;80.83
;;;;;82;236.75;133.38;;80.97
;;;;;83;294.13;108.29;;81.02
;;;;;84;243.71;68.25;;80.97
;;;;;85;81.58;80.19;;80.87
;;;;;86;72.42;92.37;;80.78
;;;;;87;66.21;66.34;;80.75
;;;;;88;192.79;91.55;;80.73
;;;;;89;353.86;141.22;;80.67
;;;;;90;431.79;156.58;;80.67
;;;;;91;330.16;131.99;;80.77
;;;;;92;153.18;105.38;;80.85
;;;;;93;151.09;88.81;;80.87
;;;;;94;137.19;56.67;;80.91
;;;;;95;115.41;54.92;;81.05
;;;;;96;94.84;69.55;;81.19
;;;;;97;32.87;57.99;;81.29
;;;;;98;77.74;49.71;;81.31
;;;;;99;97.52;63.96;;81.26
;;;;;100;169.05;86.29;;81.21
;;;;;101;333.93;115.18;;81.2
;;;;;102;350.17;130.83;;81.24
;;;;;103;228.62;130.63;;81.27
;;;;;104;145.01;99.74;;81.19
;;;;;105;111.82;53.04;;81.04
;;;;;106;106.51;42.25;;80.98
;;;;;107;101.01;47.94;;80.94
;;;;;108;96.13;65.03;;80.89
;;;;;109;98.6;70.65;;80.96
;;;;;110;136.94;63.18;;81.12
;;;;;111;135.62;56.52;;81.26
;;;;;112;162.77;57.65;;81.35
;;;;;113;269.75;65.39;;81.41
;;;;;114;272.62;81.34;;81.46
;;;;;115;154.66;80.13;;81.5
;;;;;116;67.2;51.39;;81.47
;;;;;117;69.66;40.42;;81.26
;;;;;118;72.67;40.32;;80.91
;;;;;119;51.05;66.88;;80.49
;;;;;120;46.5;109.79;;80.19
;;;;;121;81.59;102.31;;80.26
;;;;;122;87.63;64.38;;80.66
;;;;;123;113.29;51.13;;81.07
;;;;;124;172.51;54.16;;81.24
;;;;;125;231.64;71.71;;81.25
;;;;;126;210.31;107.04;;81.35
;;;;;127;114.49;93.86;;81.57
;;;;;128;59.66;28.71;;81.79
;;;;;129;65.91;63.19;;81.9
;;;;;130;66.02;107.02;;81.96
;;;;;131;42.29;130.45;;82.01
;;;;;132;41.65;108.83;;81.96
;;;;;133;90.15;83.41;;81.92
;;;;;134;151.73;83;;81.98
;;;;;135;179.8;76.84;;82.11
;;;;;136;226.84;113.5;;82.23
;;;;;137;236.28;131.78;;82.29
;;;;;138;189.61;110.06;;82.31
;;;;;139;137.44;68.43;;82.34
;;;;;140;74.58;32.3;;82.38
;;;;;141;59.75;67.37;;82.36
;;;;;142;56.7;121.11;;82.3
;;;;;143;77.93;115.76;;82.29
;;;;;144;133.37;84.44;;82.39
;;;;;145;184.84;86.78;;82.56
;;;;;146;184.72;65.95;;82.71
;;;;;147;187.96;65.8;;82.77
;;;;;148;229.85;116.74;;82.73
;;;;;149;235.65;137.16;;82.66
;;;;;150;198.88;107.95;;82.6
;;;;;151;159.77;78.88;;82.58
;;;;;152;151.23;89.92;;82.58
;;;;;153;132.11;83.45;;82.56
;;;;;154;107.14;51.79;;82.48
;;;;;155;113.69;48;;82.33
;;;;;156;134.99;48.6;;82.21
;;;;;;157;;;82.17
;;;;;;158;;;82.2
;;;;;;159;;;82.35
;;;;;;160;;;82.59
;;;;;;161;;;82.92
;;;;;;162;;;83.28
;;;;;;163;;;83.5
;;;;;;164;;;83.55
;;;;;;165;;;83.53
;;;;;;166;;;83.48
;;;;;;167;;;83.44
;;;;;;168;;;83.37
;;;;;;169;;;83.33
;;;;;;170;;;83.32
;;;;;;171;;;83.24
;;;;;;172;;;83.06
;;;;;;173;;;82.84
;;;;;;174;;;82.63
;;;;;;175;;;82.52
;;;;;;176;;;82.52
;;;;;;177;;;82.57
;;;;;;178;;;82.6
;;;;;;179;;;82.53
;;;;;;180;;;82.45
;;;;;;181;;;82.39
;;;;;;182;;;82.4
;;;;;;183;;;82.54
;;;;;;184;;;82.8
;;;;;;185;;;83.11
;;;;;;186;;;83.43
;;;;;;187;;;83.76
;;;;;;188;;;84.06
;;;;;;189;;;84.32
;;;;;;190;;;84.59
;;;;;;191;;;84.91
;;;;;;192;;;85.11
;;;;;;193;;;85.11
;;;;;;194;;;84.99
;;;;;;195;;;84.71
;;;;;;196;;;83.99
;;;;;;197;;;82.65
;;;;;;198;;;81.3
;;;;;;199;;;80.38
;;;;;;200;;;78.36
;;;;;;201;;;72.51
;;;;;;202;;;60.91
;;;;;;203;;;45.61
;;;;;;204;;;29.91
;;;;;;205;;;13.12
;;;;;;206;;;-5.09
