;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";87.23;261.41;5528.98;;0;40.71;27.46;0.05;74.03
"triceps_brachii_long_(right)";51.37;97.08;19046.88;;1;38.88;26.25;;74.52
;;;;;2;37.74;24.61;;75.08
;;;;;3;36.92;24.95;;75.6
;;;;;4;35.12;26.14;;75.94
;;;;;5;35.46;27.01;;76.08
;;;;;6;37.84;26.58;;76.05
;;;;;7;38.24;25.7;;75.89
;;;;;8;37.95;25.89;;75.67
;;;;;9;39.12;25.91;;75.42
;;;;;10;38.63;26.93;;75.27
;;;;;11;38.81;27.63;;75.25
;;;;;12;37.99;27.27;;75.26
;;;;;13;37.92;26.88;;75.28
;;;;;14;38.7;26.36;;75.31
;;;;;15;34.86;26.06;;75.35
;;;;;16;33.61;26.89;;75.4
;;;;;17;35.22;26.15;;75.42
;;;;;18;37.17;24.35;;75.38
;;;;;19;39.93;26.05;;75.29
;;;;;20;40.28;26.58;;75.19
;;;;;21;38.34;27.18;;75.08
;;;;;22;36.07;28.35;;74.93
;;;;;23;38.29;28.78;;74.73
;;;;;24;39.47;29.86;;74.53
;;;;;25;37.52;27.37;;74.36
;;;;;26;38.21;24.79;;74.21
;;;;;27;38.96;27.24;;74.07
;;;;;28;33.83;26.45;;73.93
;;;;;29;36.05;27.6;;73.81
;;;;;30;41.34;29.89;;73.67
;;;;;31;37.55;30.34;;73.52
;;;;;32;40.5;53.68;;73.34
;;;;;33;130.59;87;;73.16
;;;;;34;165.79;92.17;;73.04
;;;;;35;187.73;90.44;;72.98
;;;;;36;182.74;97.08;;72.99
;;;;;37;104.14;74.43;;73.04
;;;;;38;42.21;38.71;;73.13
;;;;;39;49.35;58.04;;73.21
;;;;;40;81.38;81.27;;73.29
;;;;;41;107.87;71.49;;73.35
;;;;;42;166.38;58;;73.36
;;;;;43;217.22;78.54;;73.34
;;;;;44;172.27;76.43;;73.29
;;;;;45;65.64;50.66;;73.23
;;;;;46;54.7;47.16;;73.21
;;;;;47;78.39;60.07;;73.24
;;;;;48;119.68;73.99;;73.3
;;;;;49;188.95;77.74;;73.36
;;;;;50;217.67;74.95;;73.43
;;;;;51;161.26;69.74;;73.5
;;;;;52;71.86;53.82;;73.58
;;;;;53;33.96;41.25;;73.65
;;;;;54;42.95;59.76;;73.71
;;;;;55;70.32;77.34;;73.74
;;;;;56;74.48;76.38;;73.74
;;;;;57;109.56;65.24;;73.75
;;;;;58;171.41;71.93;;73.81
;;;;;59;157.85;85.55;;73.87
;;;;;60;81.05;67.08;;73.93
;;;;;61;37.58;32.44;;73.97
;;;;;62;38.82;46.89;;73.97
;;;;;63;71.03;70.08;;73.95
;;;;;64;78.28;66.03;;73.91
;;;;;65;108.88;61.71;;73.88
;;;;;66;134.84;78.58;;73.86
;;;;;67;103.59;81.22;;73.85
;;;;;68;58.05;63.07;;73.84
;;;;;69;44.89;38.96;;73.83
;;;;;70;45.41;45.66;;73.79
;;;;;71;67.07;63.02;;73.75
;;;;;72;73.2;59.14;;73.72
;;;;;73;119.86;48.69;;73.7
;;;;;74;240.07;64.5;;73.69
;;;;;75;261.41;75.03;;73.72
;;;;;76;163.39;59.85;;73.77
;;;;;77;71.04;37.87;;73.86
;;;;;78;50.32;51.52;;74.04
;;;;;79;77.79;64.67;;74.33
;;;;;80;82.51;54.24;;74.72
;;;;;81;112.17;47.16;;75.12
;;;;;82;212.7;68.55;;75.45
;;;;;83;222.87;81.02;;75.63
;;;;;84;132.53;64.99;;75.62
;;;;;85;65.11;39.13;;75.46
;;;;;86;67.35;54.73;;75.3
;;;;;87;80.49;67.24;;75.21
;;;;;88;86.49;68.71;;75.08
;;;;;89;94.44;66.71;;74.86
;;;;;90;140.13;82.38;;74.48
;;;;;91;187.09;95.02;;73.99
;;;;;92;170.09;76.9;;73.62
;;;;;93;96.42;49.66;;73.53
;;;;;94;40.43;35.97;;73.65
;;;;;95;61.99;68.28;;73.79
;;;;;96;83.55;83.11;;73.69
;;;;;97;77.2;77.65;;73.3
;;;;;98;126.57;65.23;;72.81
;;;;;99;195.62;74.38;;72.39
;;;;;100;228.34;90.76;;72.26
;;;;;101;173.43;69.69;;72.58
;;;;;102;63.88;39.19;;73.21
;;;;;103;80.38;46.53;;73.82
;;;;;104;94;61.03;;74.38
;;;;;105;79.2;53.72;;74.84
;;;;;106;107.14;45.26;;75.12
;;;;;107;207.33;54.2;;75.26
;;;;;108;225.57;75.29;;75.3
;;;;;109;151.35;70.56;;75.47
;;;;;110;90.2;39.9;;75.74
;;;;;111;62.99;38.09;;75.93
;;;;;112;54.86;39.48;;75.99
;;;;;113;47.14;36;;76.04
;;;;;114;44.54;34.5;;76.07
;;;;;115;43.95;35.85;;76.02
;;;;;116;44.82;35.63;;75.96
;;;;;117;44.97;33.79;;75.88
;;;;;118;43.36;32.75;;75.65
;;;;;119;44.54;35.63;;75.08
;;;;;120;46.66;36.06;;74.37
;;;;;121;45.88;32.71;;73.8
;;;;;122;44.6;31.58;;73.27
;;;;;123;47.21;29.88;;72.73
;;;;;124;51.56;23.74;;72.33
;;;;;;125;;;72.1
;;;;;;126;;;71.89
;;;;;;127;;;71.73
;;;;;;128;;;71.69
;;;;;;129;;;71.71
;;;;;;130;;;71.69
;;;;;;131;;;71.65
;;;;;;132;;;71.63
;;;;;;133;;;71.64
;;;;;;134;;;71.69
;;;;;;135;;;71.79
;;;;;;136;;;71.9
;;;;;;137;;;72.01
;;;;;;138;;;72.19
;;;;;;139;;;72.42
;;;;;;140;;;72.64
;;;;;;141;;;72.82
;;;;;;142;;;72.96
;;;;;;143;;;73.03
;;;;;;144;;;73.08
;;;;;;145;;;73.16
;;;;;;146;;;73.34
;;;;;;147;;;73.64
;;;;;;148;;;73.94
;;;;;;149;;;73.95
;;;;;;150;;;73.4
;;;;;;151;;;72.58
;;;;;;152;;;72.17
;;;;;;153;;;72.35
