;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";82.62;175.85;1621.75;;0;51.47;32.96;0.05;81.97
"triceps_brachii_long_(right)";46.38;92.51;19046.88;;1;66.75;35.87;;81.97
;;;;;2;69.72;37.03;;81.9
;;;;;3;57.97;32.95;;81.74
;;;;;4;53.79;31.13;;81.59
;;;;;5;48.18;31.12;;81.53
;;;;;6;45.77;32.38;;81.51
;;;;;7;46.99;33.43;;81.5
;;;;;8;64.35;33.62;;81.53
;;;;;9;72.22;37.28;;81.61
;;;;;10;52.03;36.24;;81.76
;;;;;11;34.29;29.73;;81.95
;;;;;12;32.88;30;;81.97
;;;;;13;33.03;33.04;;81.54
;;;;;14;41.55;32.49;;80.91
;;;;;15;43.58;32.98;;80.65
;;;;;16;38.71;35.63;;80.81
;;;;;17;38.87;36.83;;80.93
;;;;;18;40.99;33.21;;80.89
;;;;;19;43.12;28.74;;80.86
;;;;;20;50.71;32.97;;80.89
;;;;;21;52.44;33.98;;80.97
;;;;;22;46.28;33.22;;81.07
;;;;;23;44.82;33.51;;81.12
;;;;;24;45.56;31.21;;81.12
;;;;;25;47;31.19;;81.08
;;;;;26;52.17;33;;81.01
;;;;;27;51.03;34.38;;80.91
;;;;;28;57.98;39.49;;80.87
;;;;;29;57.33;37.45;;80.91
;;;;;30;60.2;31.15;;80.96
;;;;;31;59.15;32.3;;80.97
;;;;;32;54.23;31.54;;80.99
;;;;;33;57.54;39.85;;81.03
;;;;;34;51.69;43.89;;81.07
;;;;;35;52.71;70.82;;81.08
;;;;;36;57.38;92.51;;81.08
;;;;;37;109.9;76.77;;81.07
;;;;;38;128.84;52.6;;81.07
;;;;;39;117.85;54.9;;81.07
;;;;;40;112.85;59.39;;81.07
;;;;;41;80.71;45.83;;81.08
;;;;;42;47.97;45.08;;81.12
;;;;;43;51.83;84.25;;81.15
;;;;;44;83.68;81.39;;81.17
;;;;;45;139.69;59.4;;81.21
;;;;;46;157.78;62.63;;81.13
;;;;;47;120.03;53.99;;80.55
;;;;;48;74.06;48.18;;79.16
;;;;;49;53.91;44.46;;76.67
;;;;;50;74.42;50.45;;72.34
;;;;;51;116.76;57.85;;66.76
;;;;;52;120.13;51.22;;62.92
;;;;;53;110.72;44.42;;62.24
;;;;;54;87.45;45.34;;63.12
;;;;;55;55.09;36.2;;64.07
;;;;;56;57.97;29;;64.69
;;;;;57;44.22;41.75;;65.1
;;;;;58;45.88;51.06;;65.41
;;;;;59;46.3;45.66;;65.74
;;;;;60;83.05;47.4;;66.19
;;;;;61;128.58;55.26;;66.65
;;;;;62;133.08;59.57;;66.95
;;;;;63;131.37;63.46;;67.2
;;;;;64;165.58;61.43;;67.48
;;;;;65;149.37;51.42;;67.8
;;;;;66;95.5;36.5;;68.17
;;;;;67;79.91;38.91;;68.68
;;;;;68;65.55;77.96;;69.34
;;;;;69;58.3;91;;70.04
;;;;;70;49.93;76.67;;70.7
;;;;;71;121.21;72.71;;71.35
;;;;;72;158.33;63.55;;72.04
;;;;;73;175.85;53.98;;72.75
;;;;;74;174.94;54.94;;73.47
;;;;;75;122.88;46.12;;74.21
;;;;;76;69.66;35.86;;74.89
;;;;;77;84.14;30.73;;75.43
;;;;;78;92.55;27;;75.84
;;;;;79;57.2;50.66;;76.14
;;;;;80;43.45;61.09;;76.36
;;;;;81;41.49;50.99;;76.6
;;;;;82;100.7;43.01;;76.88
;;;;;83;151.58;53.33;;77.21
;;;;;84;138.93;63.44;;77.54
;;;;;85;96.03;63.93;;77.87
;;;;;86;108.16;58.76;;78.24
;;;;;87;112.43;46.04;;78.59
;;;;;88;95.18;49.29;;78.82
;;;;;89;80.23;46.4;;78.9
;;;;;90;50.57;29.78;;78.91
;;;;;91;40.83;36.48;;78.9
;;;;;92;41.71;47.49;;78.9
;;;;;93;54.24;43.27;;78.92
;;;;;94;96.91;40.52;;78.96
;;;;;95;116.92;43.87;;79
;;;;;96;89.43;44.54;;79.01
;;;;;97;100.55;61.18;;78.96
;;;;;98;124.39;57.22;;78.91
;;;;;99;87.29;34.65;;78.9
;;;;;100;44.54;28.05;;78.91
;;;;;101;58.76;26.63;;78.93
;;;;;102;56.54;39.85;;79.02
;;;;;103;43.61;48.94;;79.18
;;;;;104;39.63;45.39;;79.3
;;;;;105;65.84;41.2;;79.37
;;;;;106;91.11;46.44;;79.44
;;;;;107;87.17;55.62;;79.56
;;;;;108;91.66;69.75;;79.71
;;;;;109;124.58;69.05;;79.83
;;;;;110;111.27;46.99;;79.86
;;;;;111;66.62;25.46;;79.82
;;;;;112;57.98;25.03;;79.8
;;;;;113;45.31;33.97;;79.86
;;;;;114;40;43.56;;79.97
;;;;;115;37.89;47.83;;80.07
;;;;;116;62.26;49.59;;80.17
;;;;;117;95.54;54.94;;80.23
;;;;;118;112.65;52.4;;80.27
;;;;;119;106.05;49.27;;80.28
;;;;;120;92.96;55.29;;80.28
;;;;;121;92.95;52.24;;80.27
;;;;;122;71.15;37.7;;80.26
;;;;;123;59.45;24.97;;80.26
;;;;;124;63.49;27.41;;80.27
;;;;;125;44.88;31.68;;80.3
;;;;;126;40.17;31.93;;80.33
;;;;;127;40.63;31.91;;80.41
;;;;;128;89.11;37.78;;80.5
;;;;;129;167.62;55.91;;80.58
;;;;;130;163.53;61.47;;80.68
;;;;;131;126.42;64.09;;80.79
;;;;;132;152.23;66.38;;80.79
;;;;;133;122.15;49.26;;80.64
;;;;;134;80.82;30.69;;80.5
;;;;;135;83.42;32.99;;80.6
;;;;;136;56.95;46.62;;80.9
;;;;;137;43.14;51.02;;81.2
;;;;;138;41.75;45.38;;81.38
;;;;;139;55.81;41.25;;81.36
;;;;;140;97.21;42.85;;81.22
;;;;;141;135.95;51.22;;81.11
;;;;;142;149.14;63.29;;81.12
;;;;;143;136.07;61.91;;81.17
;;;;;144;128.99;55.36;;81.18
;;;;;145;113.29;55.78;;81.13
;;;;;146;86.96;50.27;;81.1
;;;;;147;105.49;48.57;;81.14
;;;;;148;116.16;50.3;;81.24
;;;;;149;90.41;48.55;;81.3
;;;;;150;70.12;45.4;;81.3
;;;;;151;90.41;45.73;;81.28
;;;;;152;103.51;45.4;;81.25
;;;;;153;102.07;44.25;;81.18
;;;;;154;133.09;58.46;;81.01
;;;;;155;150.06;65.95;;80.79
;;;;;156;116.12;52.93;;80.7
;;;;;157;96.58;45.26;;80.77
;;;;;158;106.01;49.1;;80.86
;;;;;159;120.3;54.15;;80.87
;;;;;160;122.58;51.32;;80.84
;;;;;161;92.06;44.62;;80.81
;;;;;162;70.26;43.73;;80.82
;;;;;163;67.3;40.95;;80.91
;;;;;164;23.75;19.94;;81.02
;;;;;;165;;;81.01
;;;;;;166;;;81
;;;;;;167;;;81.22
;;;;;;168;;;81.37
;;;;;;169;;;81.23
;;;;;;170;;;81.02
;;;;;;171;;;80.05
;;;;;;172;;;75.13
;;;;;;173;;;63.32
;;;;;;174;;;47.15
;;;;;;175;;;30.88
;;;;;;176;;;14.95
;;;;;;177;;;-1.14
;;;;;;178;;;-16.68
;;;;;;179;;;-31.27
;;;;;;180;;;-44.75
;;;;;;181;;;-57.16
;;;;;;182;;;-67.21
;;;;;;183;;;-72.41
;;;;;;184;;;-73.4
;;;;;;185;;;-72.38
;;;;;;186;;;-70.59
;;;;;;187;;;-68.1
;;;;;;188;;;-64.4
;;;;;;189;;;-59.33
;;;;;;190;;;-51.48
;;;;;;191;;;-39.8
;;;;;;192;;;-24.97
;;;;;;193;;;-8.39
;;;;;;194;;;8.13
;;;;;;195;;;23.24
;;;;;;196;;;36.98
;;;;;;197;;;49.43
;;;;;;198;;;61.03
;;;;;;199;;;72.41
;;;;;;200;;;83.53
;;;;;;201;;;95.21
;;;;;;202;;;106.42
;;;;;;203;;;113.5
;;;;;;204;;;113.18
;;;;;;205;;;106.14
;;;;;;206;;;96.31
;;;;;;207;;;85.23
;;;;;;208;;;73.74
;;;;;;209;;;63.17
;;;;;;210;;;52.63
;;;;;;211;;;41.13
;;;;;;212;;;28.64
;;;;;;213;;;15.63
;;;;;;214;;;1.96
;;;;;;215;;;-12.75
;;;;;;216;;;-28.33
;;;;;;217;;;-45.18
;;;;;;218;;;-60.25
;;;;;;219;;;-68.99
;;;;;;220;;;-71.8
;;;;;;221;;;-71.85
;;;;;;222;;;-70.86
;;;;;;223;;;-69.13
;;;;;;224;;;-66.59
;;;;;;225;;;-62.38
;;;;;;226;;;-55.23
;;;;;;227;;;-45.14
;;;;;;228;;;-33.12
;;;;;;229;;;-19.8
;;;;;;230;;;-5.45
;;;;;;231;;;9.78
;;;;;;232;;;25.26
;;;;;;233;;;39.48
;;;;;;234;;;51.15
;;;;;;235;;;60.52
;;;;;;236;;;68.35
;;;;;;237;;;74.68
;;;;;;238;;;79.65
;;;;;;239;;;83.64
;;;;;;240;;;86.39
;;;;;;241;;;88.6
;;;;;;242;;;90.69
;;;;;;243;;;91.83
;;;;;;244;;;91
;;;;;;245;;;87.7
;;;;;;246;;;82.63
;;;;;;247;;;78.57
;;;;;;248;;;77.63
;;;;;;249;;;79.07
;;;;;;250;;;81.74
;;;;;;251;;;85
;;;;;;252;;;88.51
;;;;;;253;;;91.53
;;;;;;254;;;93.77
;;;;;;255;;;95.69
;;;;;;256;;;97.72
;;;;;;257;;;99.72
;;;;;;258;;;101.19
;;;;;;259;;;101.85
;;;;;;260;;;101.7
;;;;;;261;;;101.16
;;;;;;262;;;100.83
;;;;;;263;;;100.82
;;;;;;264;;;100.71
;;;;;;265;;;100.28
;;;;;;266;;;99.81
;;;;;;267;;;99.65
;;;;;;268;;;99.63
;;;;;;269;;;99.46
;;;;;;270;;;99.13
;;;;;;271;;;98.83
;;;;;;272;;;98.73
;;;;;;273;;;98.72
;;;;;;274;;;98.23
;;;;;;275;;;96.21
;;;;;;276;;;91.79
;;;;;;277;;;84.42
;;;;;;278;;;74.21
;;;;;;279;;;62.91
;;;;;;280;;;51.05
;;;;;;281;;;37.47
;;;;;;282;;;22.83
;;;;;;283;;;8.32
;;;;;;284;;;-5.57
;;;;;;285;;;-18.6
;;;;;;286;;;-30.36
;;;;;;287;;;-40.93
;;;;;;288;;;-50.43
;;;;;;289;;;-58.26
;;;;;;290;;;-63.7
;;;;;;291;;;-66.08
;;;;;;292;;;-65.72
;;;;;;293;;;-63.98
;;;;;;294;;;-62.19
;;;;;;295;;;-61.03
;;;;;;296;;;-60.44
;;;;;;297;;;-60.08
;;;;;;298;;;-59.9
;;;;;;299;;;-59.62
;;;;;;300;;;-59.11
;;;;;;301;;;-58.34
;;;;;;302;;;-57.04
;;;;;;303;;;-54.48
;;;;;;304;;;-49.4
;;;;;;305;;;-41.12
;;;;;;306;;;-29.81
;;;;;;307;;;-16.11
;;;;;;308;;;-0.63
;;;;;;309;;;15.83
;;;;;;310;;;32.21
;;;;;;311;;;47.45
;;;;;;312;;;60.48
;;;;;;313;;;71.32
;;;;;;314;;;81.18
;;;;;;315;;;91.87
;;;;;;316;;;103.12
;;;;;;317;;;112.03
;;;;;;318;;;116.41
;;;;;;319;;;116.35
;;;;;;320;;;114.3
;;;;;;321;;;112.7
;;;;;;322;;;111.81
;;;;;;323;;;110.9
;;;;;;324;;;109.89
;;;;;;325;;;109.16
;;;;;;326;;;108.75
;;;;;;327;;;108.3
;;;;;;328;;;107.63
;;;;;;329;;;106.91
;;;;;;330;;;106.35
;;;;;;331;;;105.43
;;;;;;332;;;102.32
;;;;;;333;;;95.15
;;;;;;334;;;83.15
;;;;;;335;;;67.93
;;;;;;336;;;52.16
;;;;;;337;;;35.35
;;;;;;338;;;17.88
;;;;;;339;;;1.86
;;;;;;340;;;-11.67
;;;;;;341;;;-23.6
;;;;;;342;;;-34.6
;;;;;;343;;;-45.13
;;;;;;344;;;-55.73
;;;;;;345;;;-64.61
;;;;;;346;;;-69.63
;;;;;;347;;;-70.6
;;;;;;348;;;-69.57
;;;;;;349;;;-68.05
;;;;;;350;;;-66.69
;;;;;;351;;;-65.86
;;;;;;352;;;-65.43
;;;;;;353;;;-65.23
;;;;;;354;;;-65.05
;;;;;;355;;;-64.61
;;;;;;356;;;-64
;;;;;;357;;;-63.28
;;;;;;358;;;-62.03
;;;;;;359;;;-59.42
;;;;;;360;;;-53.8
;;;;;;361;;;-43.91
;;;;;;362;;;-30.38
;;;;;;363;;;-14.52
;;;;;;364;;;2.52
;;;;;;365;;;19.49
;;;;;;366;;;35.7
;;;;;;367;;;50.79
;;;;;;368;;;64.29
;;;;;;369;;;75.87
;;;;;;370;;;86.49
;;;;;;371;;;95.65
;;;;;;372;;;100.68
;;;;;;373;;;101.91
;;;;;;374;;;102.18
;;;;;;375;;;103.04
;;;;;;376;;;104.07
;;;;;;377;;;104.35
;;;;;;378;;;104.01
;;;;;;379;;;103.67
;;;;;;380;;;103.66
;;;;;;381;;;103.75
;;;;;;382;;;103.52
;;;;;;383;;;102.55
;;;;;;384;;;100.38
;;;;;;385;;;96.55
;;;;;;386;;;90.32
;;;;;;387;;;80.2
;;;;;;388;;;65.65
;;;;;;389;;;48.65
;;;;;;390;;;31
;;;;;;391;;;13.55
