;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";92.39;185.85;5528.98;;0;54.69;15.55;0.05;63.13
"triceps_brachii_long_(right)";26.32;93.46;19046.88;;1;52.2;14.16;;63.08
;;;;;2;49.58;14.05;;63.09
;;;;;3;48.89;15.5;;63.13
;;;;;4;45.94;15.68;;63.18
;;;;;5;45.41;15.86;;63.27
;;;;;6;48.37;15.66;;63.4
;;;;;7;51.16;13.87;;63.49
;;;;;8;49.05;14.04;;63.49
;;;;;9;48.56;14.23;;63.47
;;;;;10;49.93;14.36;;63.47
;;;;;11;47.1;14.06;;63.49
;;;;;12;50.34;13.25;;63.5
;;;;;13;54.24;13.08;;63.49
;;;;;14;66.81;17.26;;63.56
;;;;;15;71.5;91.94;;63.67
;;;;;16;59.19;93.46;;63.77
;;;;;17;88.31;27.79;;63.8
;;;;;18;159.6;30.11;;63.7
;;;;;19;164.01;39.09;;63.48
;;;;;20;108.85;32.3;;63.25
;;;;;21;73.24;14.29;;63.16
;;;;;22;57.18;14.26;;63.21
;;;;;23;68.25;20.92;;63.24
;;;;;24;65.73;20.41;;63.2
;;;;;25;108.87;26.41;;63.18
;;;;;26;121.87;40.48;;63.21
;;;;;27;105.54;42.7;;63.25
;;;;;28;99.62;38.83;;63.27
;;;;;29;70.16;45.1;;63.27
;;;;;30;87.22;60.81;;63.24
;;;;;31;93.85;55.09;;63.18
;;;;;32;89.61;29.38;;63.11
;;;;;33;127.16;30.22;;63.03
;;;;;34;153.9;34.65;;62.93
;;;;;35;174.97;30.61;;62.83
;;;;;36;144.19;28;;62.71
;;;;;37;75.37;22.23;;62.59
;;;;;38;62.66;15.96;;62.5
;;;;;39;42.87;17.76;;62.48
;;;;;40;38.68;16.87;;62.49
;;;;;41;124.89;31.68;;62.5
;;;;;42;151.89;43.49;;62.51
;;;;;43;106.82;38.1;;62.51
;;;;;44;59.9;23.85;;62.5
;;;;;45;44.28;11.89;;62.45
;;;;;46;53.25;11.26;;62.36
;;;;;47;45.81;21.62;;62.28
;;;;;48;32.3;24.46;;62.24
;;;;;49;97.57;34.78;;62.22
;;;;;50;149.07;48.71;;62.21
;;;;;51;152.73;44.53;;62.2
;;;;;52;107.3;26.39;;62.23
;;;;;53;95.4;17.5;;62.29
;;;;;54;96.98;19;;62.37
;;;;;55;52.62;17.5;;62.42
;;;;;56;62.24;21.03;;62.47
;;;;;57;91.32;29.03;;62.48
;;;;;58;123.29;33.46;;62.39
;;;;;59;122.64;27.74;;62.29
;;;;;60;91.19;16.94;;62.36
;;;;;61;78.93;12.76;;62.52
;;;;;62;107.41;18.95;;62.57
;;;;;63;109.99;20.27;;62.63
;;;;;64;87.83;15.28;;62.75
;;;;;65;124.79;24.04;;62.76
;;;;;66;151.72;30.23;;62.61
;;;;;67;139.37;27.15;;62.46
;;;;;68;111.67;19.26;;62.36
;;;;;69;75.16;15.19;;62.22
;;;;;70;46.71;24.1;;62.01
;;;;;71;67.33;30.81;;61.89
;;;;;72;83.89;26.3;;62.13
;;;;;73;126.86;22.59;;63.19
;;;;;74;156.29;26.63;;65.09
;;;;;75;150.32;26.72;;67.14
;;;;;76;122.71;22.41;;68.91
;;;;;77;74.74;13.99;;70.42
;;;;;78;98.93;21.34;;71.43
;;;;;79;107.42;32.93;;71.57
;;;;;80;116.26;30.41;;69.44
;;;;;81;161.62;34.67;;61.4
;;;;;82;185.85;39.19;;45.73
;;;;;83;169.54;29.41;;25.95
;;;;;84;119.98;22.49;;3.88
;;;;;85;117.04;19.92;;-16.32
;;;;;86;95.2;18.35;;-29
;;;;;87;75.94;27.7;;-35.79
;;;;;88;83.28;35.03;;-39.56
;;;;;89;103.71;39.89;;-41.29
;;;;;90;144.4;52.62;;-42.13
;;;;;91;134.42;48.91;;-42.91
;;;;;92;95.46;28.81;;-43.41
;;;;;93;84.53;18.66;;-43.57
;;;;;94;85.61;13.28;;-43.38
;;;;;95;93.69;17.47;;-42.12
;;;;;96;88.47;17.2;;-37.83
;;;;;97;62.14;11.6;;-28.35
;;;;;98;55.87;11.82;;-13.88
;;;;;99;54.01;13.08;;3.04
;;;;;100;45.84;13.6;;20
;;;;;;101;;;35.61
;;;;;;102;;;48.74
;;;;;;103;;;58.98
;;;;;;104;;;66.66
;;;;;;105;;;72.26
;;;;;;106;;;76.5
;;;;;;107;;;79.94
;;;;;;108;;;82.49
;;;;;;109;;;83.64
;;;;;;110;;;83.19
;;;;;;111;;;81.47
;;;;;;112;;;78.43
;;;;;;113;;;73.74
;;;;;;114;;;66.58
;;;;;;115;;;55.76
;;;;;;116;;;41.81
;;;;;;117;;;27.65
;;;;;;118;;;15.75
;;;;;;119;;;6.36
;;;;;;120;;;-1.05
;;;;;;121;;;-7.13
;;;;;;122;;;-11.98
;;;;;;123;;;-15.02
;;;;;;124;;;-16.53
;;;;;;125;;;-17.16
;;;;;;126;;;-17.21
;;;;;;127;;;-16.64
;;;;;;128;;;-15.59
;;;;;;129;;;-14.21
;;;;;;130;;;-12.03
;;;;;;131;;;-8.71
;;;;;;132;;;-4.81
;;;;;;133;;;-0.96
;;;;;;134;;;3.18
;;;;;;135;;;8.47
;;;;;;136;;;16.05
;;;;;;137;;;25.98
;;;;;;138;;;37.33
;;;;;;139;;;48.95
;;;;;;140;;;59.59
;;;;;;141;;;68.66
;;;;;;142;;;76.19
;;;;;;143;;;82.71
;;;;;;144;;;88.15
;;;;;;145;;;92.63
;;;;;;146;;;96.6
;;;;;;147;;;99.1
;;;;;;148;;;99.08
;;;;;;149;;;96.72
;;;;;;150;;;92.5
;;;;;;151;;;86.53
;;;;;;152;;;78.38
;;;;;;153;;;67.55
;;;;;;154;;;54.04
;;;;;;155;;;38.56
;;;;;;156;;;22.61
;;;;;;157;;;7.53
;;;;;;158;;;-5.55
;;;;;;159;;;-15.64
;;;;;;160;;;-23.19
;;;;;;161;;;-29.39
;;;;;;162;;;-34.6
;;;;;;163;;;-38.63
;;;;;;164;;;-41.89
;;;;;;165;;;-44.12
;;;;;;166;;;-44.65
;;;;;;167;;;-44.04
;;;;;;168;;;-41.84
;;;;;;169;;;-37.49
;;;;;;170;;;-31.52
;;;;;;171;;;-23.86
;;;;;;172;;;-13.99
;;;;;;173;;;-2.23
;;;;;;174;;;10.62
;;;;;;175;;;24.02
;;;;;;176;;;37.16
;;;;;;177;;;49.5
;;;;;;178;;;60.54
;;;;;;179;;;69.75
;;;;;;180;;;77.43
;;;;;;181;;;84.02
;;;;;;182;;;88.86
;;;;;;183;;;91.55
;;;;;;184;;;93.16
;;;;;;185;;;94.31
;;;;;;186;;;94.69
;;;;;;187;;;93.87
;;;;;;188;;;91.22
;;;;;;189;;;86.12
;;;;;;190;;;77.7
;;;;;;191;;;65.4
;;;;;;192;;;49.71
;;;;;;193;;;32.28
;;;;;;194;;;15.72
;;;;;;195;;;1.04
;;;;;;196;;;-12.53
;;;;;;197;;;-24.07
;;;;;;198;;;-32.1
;;;;;;199;;;-37.15
;;;;;;200;;;-40.17
;;;;;;201;;;-41.55
;;;;;;202;;;-42.15
;;;;;;203;;;-43.23
;;;;;;204;;;-45.09
;;;;;;205;;;-46.49
;;;;;;206;;;-46.78
;;;;;;207;;;-46.26
;;;;;;208;;;-45.58
;;;;;;209;;;-44.94
;;;;;;210;;;-43.11
;;;;;;211;;;-38.84
;;;;;;212;;;-31.91
;;;;;;213;;;-22.36
;;;;;;214;;;-10.34
;;;;;;215;;;3.58
;;;;;;216;;;18.6
;;;;;;217;;;33.82
;;;;;;218;;;48.01
;;;;;;219;;;59.86
;;;;;;220;;;68.56
;;;;;;221;;;73.09
;;;;;;222;;;74.03
;;;;;;223;;;74.8
;;;;;;224;;;76.52
;;;;;;225;;;77.75
;;;;;;226;;;78.06
;;;;;;227;;;77.98
