;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";54.17;175.11;5528.98;;0;19.16;17.4;0.05;74.62
"triceps_brachii_long_(right)";47.72;95.1;19046.88;;1;79.08;48.71;;74.65
;;;;;2;105.95;66.67;;74.63
;;;;;3;75.66;51.03;;74.52
;;;;;4;32.73;24.07;;74.37
;;;;;5;25.54;18.95;;74.31
;;;;;6;26.68;22.58;;74.34
;;;;;7;30.83;24.19;;74.34
;;;;;8;38.18;27.59;;74.24
;;;;;9;39.28;27.45;;74.04
;;;;;10;26.83;18.37;;73.71
;;;;;11;17.33;13.44;;73.13
;;;;;12;18.83;14.54;;71.85
;;;;;13;20.47;15.56;;69.38
;;;;;14;30.1;21.04;;66.7
;;;;;15;43.84;30.89;;65.65
;;;;;16;37.61;28.04;;66.28
;;;;;17;27.3;23.1;;67.88
;;;;;18;29.38;23.69;;69.97
;;;;;19;43.08;32.62;;71.97
;;;;;20;40.74;38.32;;73.85
;;;;;21;23.33;36;;75.6
;;;;;22;40.11;38.82;;76.87
;;;;;23;37.4;53.74;;77.53
;;;;;24;26.54;74.44;;77.67
;;;;;25;75.27;78.46;;77.37
;;;;;26;96.1;70.29;;76.85
;;;;;27;94.6;67.9;;76.4
;;;;;28;88.5;72.75;;76.15
;;;;;29;76.97;68.05;;76.05
;;;;;30;57.99;45.77;;75.98
;;;;;31;29.28;24.44;;75.93
;;;;;32;35.56;23.77;;75.93
;;;;;33;73.67;24.18;;75.95
;;;;;34;69.81;30.56;;75.92
;;;;;35;17.51;32.37;;75.86
;;;;;36;69.23;32.5;;75.78
;;;;;37;98.2;45.4;;75.72
;;;;;38;102.78;69.9;;75.66
;;;;;39;99.58;79.29;;75.57
;;;;;40;79.72;68.72;;75.47
;;;;;41;53.81;56.22;;75.39
;;;;;42;30.25;36.87;;75.31
;;;;;43;25.18;21.76;;75.25
;;;;;44;27.56;20.94;;75.24
;;;;;45;16.39;13.68;;75.09
;;;;;46;7.72;21.93;;74.75
;;;;;47;12.76;42.1;;74.37
;;;;;48;79.05;67.33;;74.18
;;;;;49;98.31;69.66;;74.05
;;;;;50;89.46;75.86;;73.82
;;;;;51;75.32;75.36;;73.64
;;;;;52;48.21;52.53;;73.77
;;;;;53;62.73;61.19;;74.18
;;;;;54;59.02;61.49;;74.57
;;;;;55;28.28;38.75;;74.72
;;;;;56;24.55;28.33;;74.69
;;;;;57;23.89;41.76;;74.55
;;;;;58;17.6;69.76;;74.34
;;;;;59;70.42;74.3;;74.12
;;;;;60;82.63;55.7;;73.96
;;;;;61;94.19;69.91;;73.91
;;;;;62;101.82;81.28;;73.94
;;;;;63;70.16;67.45;;74
;;;;;64;39.22;43.66;;74
;;;;;65;16.61;19.98;;73.94
;;;;;66;20.16;18.85;;73.89
;;;;;67;19.4;26.11;;73.9
;;;;;68;12.04;41.78;;73.94
;;;;;69;13.35;46.5;;73.96
;;;;;70;49.2;38.8;;73.95
;;;;;71;67.37;42.5;;73.95
;;;;;72;90.29;82.78;;73.94
;;;;;73;91.42;90;;73.95
;;;;;74;83.64;78.79;;74.01
;;;;;75;75.29;67.61;;74.1
;;;;;76;35.51;30.22;;74.22
;;;;;77;34.4;23.06;;74.36
;;;;;78;33.78;42.43;;74.49
;;;;;79;17.19;60.89;;74.59
;;;;;80;40.14;58.74;;74.67
;;;;;81;66.25;46.69;;74.77
;;;;;82;79.57;53.26;;74.88
;;;;;83;99.73;67.54;;74.92
;;;;;84;118.7;84.75;;74.88
;;;;;85;101.32;81.9;;74.85
;;;;;86;64.99;58.49;;74.84
;;;;;87;42.66;35.89;;74.81
;;;;;88;20.87;18.79;;74.75
;;;;;89;27.02;21.2;;74.68
;;;;;90;35.25;73.35;;74.63
;;;;;91;25.67;79.83;;74.6
;;;;;92;9.75;43.48;;74.51
;;;;;93;10.34;42.61;;74.2
;;;;;94;36.14;41.1;;73.68
;;;;;95;64.64;37.1;;73.32
;;;;;96;100.99;73.45;;73.39
;;;;;97;100.59;81.27;;73.66
;;;;;98;71.03;66.36;;73.86
;;;;;99;48.13;50.16;;73.96
;;;;;100;17.73;17.31;;74.1
;;;;;101;32.78;25;;74.35
;;;;;102;50.02;54.33;;74.7
;;;;;103;41.19;68.01;;75.01
;;;;;104;11.45;55.13;;75.22
;;;;;105;54.16;37.81;;75.31
;;;;;106;68.48;42.5;;75.22
;;;;;107;83.65;54.03;;74.65
;;;;;108;158.01;86.38;;73.48
;;;;;109;175.11;95.1;;71.47
;;;;;110;109.33;75.3;;68.03
;;;;;111;35.46;52.34;;63.02
;;;;;112;24.25;27.85;;56.68
;;;;;113;27.85;33.38;;48.36
;;;;;114;22.8;46.23;;37.48
;;;;;115;14.2;49.78;;25.33
;;;;;116;29.71;34.92;;12.98
;;;;;117;77.36;35.11;;-0.35
;;;;;118;111.5;61.28;;-15.9
;;;;;119;129.34;88.69;;-30.03
;;;;;120;107.73;79;;-37.64
;;;;;121;56.68;39.25;;-39.35
;;;;;122;35.13;24.86;;-38.44
;;;;;123;28.8;21.97;;-36.83
;;;;;124;27.83;22.12;;-34.89
;;;;;125;15.04;33.74;;-32.99
;;;;;126;31.83;40.04;;-31.56
;;;;;127;69.52;37.2;;-30.63
;;;;;128;95.18;45.17;;-30.13
;;;;;129;95.9;78.46;;-29.96
;;;;;130;90.3;85.12;;-29.8
;;;;;131;78.93;66.77;;-29.29
;;;;;132;64.7;58.07;;-27.93
;;;;;133;56.81;46.99;;-25.77
;;;;;134;42.59;41.09;;-22.61
;;;;;135;38.69;39.84;;-17.7
;;;;;136;48.84;38.07;;-11.29
;;;;;;137;;;-3.95
;;;;;;138;;;3.79
;;;;;;139;;;11.51
;;;;;;140;;;19.2
;;;;;;141;;;26.98
;;;;;;142;;;34.8
;;;;;;143;;;42.53
;;;;;;144;;;50
;;;;;;145;;;56.69
;;;;;;146;;;62.3
;;;;;;147;;;66.97
;;;;;;148;;;71.32
;;;;;;149;;;75.2
;;;;;;150;;;77.8
;;;;;;151;;;78.82
;;;;;;152;;;78.46
;;;;;;153;;;77.36
;;;;;;154;;;76.15
;;;;;;155;;;75.17
;;;;;;156;;;74.53
;;;;;;157;;;73.93
;;;;;;158;;;72.66
;;;;;;159;;;70.18
;;;;;;160;;;66.86
;;;;;;161;;;63.09
;;;;;;162;;;58.71
;;;;;;163;;;53.56
;;;;;;164;;;47.51
;;;;;;165;;;40.48
;;;;;;166;;;32.6
;;;;;;167;;;24.23
;;;;;;168;;;15.36
;;;;;;169;;;6.37
;;;;;;170;;;-2.53
;;;;;;171;;;-11.99
;;;;;;172;;;-21.92
;;;;;;173;;;-30.29
;;;;;;174;;;-34.75
;;;;;;175;;;-35.65
;;;;;;176;;;-34.72
;;;;;;177;;;-32.59
;;;;;;178;;;-29.53
;;;;;;179;;;-26.24
;;;;;;180;;;-23.83
;;;;;;181;;;-22.55
;;;;;;182;;;-21.89
;;;;;;183;;;-21.46
;;;;;;184;;;-21.37
;;;;;;185;;;-21.24
;;;;;;186;;;-20.3
;;;;;;187;;;-19.11
;;;;;;188;;;-18.37
;;;;;;189;;;-16.93
;;;;;;190;;;-14.18
;;;;;;191;;;-10.52
;;;;;;192;;;-5.84
;;;;;;193;;;-0.28
;;;;;;194;;;6.05
;;;;;;195;;;13.06
;;;;;;196;;;20.54
;;;;;;197;;;28.46
;;;;;;198;;;36.57
;;;;;;199;;;44.07
;;;;;;200;;;50.4
;;;;;;201;;;55.28
;;;;;;202;;;58.82
;;;;;;203;;;61.34
;;;;;;204;;;63.33
;;;;;;205;;;64.86
;;;;;;206;;;65.82
;;;;;;207;;;66.23
;;;;;;208;;;66.43
;;;;;;209;;;66.68
;;;;;;210;;;66.56
;;;;;;211;;;66.01
;;;;;;212;;;65.52
;;;;;;213;;;65.51
;;;;;;214;;;66.22
;;;;;;215;;;67.16
;;;;;;216;;;67.09
;;;;;;217;;;65.64
;;;;;;218;;;63.14
;;;;;;219;;;59.01
;;;;;;220;;;52.72
;;;;;;221;;;44.54
;;;;;;222;;;35.16
;;;;;;223;;;25.11
;;;;;;224;;;14.87
;;;;;;225;;;4.8
;;;;;;226;;;-5.4
;;;;;;227;;;-16.16
;;;;;;228;;;-26.79
;;;;;;229;;;-35.07
;;;;;;230;;;-39.59
;;;;;;231;;;-41.1
;;;;;;232;;;-40.92
;;;;;;233;;;-39.55
;;;;;;234;;;-37.18
;;;;;;235;;;-33.85
;;;;;;236;;;-29.79
;;;;;;237;;;-25.58
;;;;;;238;;;-22.08
;;;;;;239;;;-19.8
;;;;;;240;;;-18.96
;;;;;;241;;;-19.44
;;;;;;242;;;-20.28
;;;;;;243;;;-20.85
;;;;;;244;;;-21.48
;;;;;;245;;;-22.53
;;;;;;246;;;-23.38
;;;;;;247;;;-21.44
;;;;;;248;;;-15.4
;;;;;;249;;;-7.2
;;;;;;250;;;2.07
;;;;;;251;;;12.14
;;;;;;252;;;22.1
;;;;;;253;;;31.58
;;;;;;254;;;40.51
;;;;;;255;;;48.52
;;;;;;256;;;55.47
;;;;;;257;;;61.23
;;;;;;258;;;65
;;;;;;259;;;66.93
;;;;;;260;;;67.86
;;;;;;261;;;68.37
;;;;;;262;;;68.97
;;;;;;263;;;69.5
;;;;;;264;;;69.66
;;;;;;265;;;69.37
;;;;;;266;;;68.67
;;;;;;267;;;67.99
;;;;;;268;;;67.59
;;;;;;269;;;67.45
;;;;;;270;;;67.47
;;;;;;271;;;67.57
;;;;;;272;;;67.72
;;;;;;273;;;67.94
;;;;;;274;;;68.22
;;;;;;275;;;68.49
;;;;;;276;;;68.66
;;;;;;277;;;68.63
;;;;;;278;;;68.11
;;;;;;279;;;66.38
;;;;;;280;;;62.99
;;;;;;281;;;58.12
;;;;;;282;;;51.76
;;;;;;283;;;43.33
;;;;;;284;;;31.64
;;;;;;285;;;16.69
;;;;;;286;;;0.28
;;;;;;287;;;-15.37
;;;;;;288;;;-27.96
;;;;;;289;;;-37.2
;;;;;;290;;;-43.25
;;;;;;291;;;-45.93
;;;;;;292;;;-46.13
;;;;;;293;;;-44.61
;;;;;;294;;;-42.01
;;;;;;295;;;-39.25
;;;;;;296;;;-37.05
;;;;;;297;;;-35.67
;;;;;;298;;;-34.88
;;;;;;299;;;-34.13
;;;;;;300;;;-33.14
;;;;;;301;;;-31.63
;;;;;;302;;;-29.26
;;;;;;303;;;-25.79
;;;;;;304;;;-21.63
;;;;;;305;;;-17.12
;;;;;;306;;;-11.77
;;;;;;307;;;-5.3
;;;;;;308;;;2.15
;;;;;;309;;;10.22
;;;;;;310;;;18.51
;;;;;;311;;;26.81
;;;;;;312;;;34.85
;;;;;;313;;;41.97
;;;;;;314;;;47.97
;;;;;;315;;;53.01
;;;;;;316;;;57.33
;;;;;;317;;;60.88
;;;;;;318;;;63.38
;;;;;;319;;;65.27
;;;;;;320;;;66.63
;;;;;;321;;;67.04
;;;;;;322;;;66.59
;;;;;;323;;;65.68
;;;;;;324;;;64.76
;;;;;;325;;;64.17
;;;;;;326;;;64.11
;;;;;;327;;;64.39
;;;;;;328;;;64.27
;;;;;;329;;;63.11
;;;;;;330;;;60.74
;;;;;;331;;;57.21
;;;;;;332;;;52.29
;;;;;;333;;;45.76
;;;;;;334;;;37.38
;;;;;;335;;;26.65
;;;;;;336;;;14
;;;;;;337;;;1.63
;;;;;;338;;;-9.03
;;;;;;339;;;-18.1
;;;;;;340;;;-26.59
;;;;;;341;;;-34.69
;;;;;;342;;;-41.06
;;;;;;343;;;-44.72
;;;;;;344;;;-45.65
;;;;;;345;;;-44.61
;;;;;;346;;;-42.26
;;;;;;347;;;-39.11
;;;;;;348;;;-36.01
;;;;;;349;;;-33.69
;;;;;;350;;;-32.29
;;;;;;351;;;-31.37
;;;;;;352;;;-30.62
;;;;;;353;;;-30.27
;;;;;;354;;;-30.5
;;;;;;355;;;-31.01
;;;;;;356;;;-31.04
;;;;;;357;;;-30.36
;;;;;;358;;;-29.2
;;;;;;359;;;-27.29
;;;;;;360;;;-24.26
;;;;;;361;;;-20.17
;;;;;;362;;;-15.02
;;;;;;363;;;-8.75
;;;;;;364;;;-1.73
;;;;;;365;;;5.66
;;;;;;366;;;13.4
;;;;;;367;;;21.41
;;;;;;368;;;29.68
;;;;;;369;;;38.13
;;;;;;370;;;46.24
;;;;;;371;;;53.55
;;;;;;372;;;59.76
;;;;;;373;;;64.74
;;;;;;374;;;68.29
;;;;;;375;;;69.96
;;;;;;376;;;69.45
;;;;;;377;;;67.75
;;;;;;378;;;66.35
;;;;;;379;;;65.68
;;;;;;380;;;65.69
;;;;;;381;;;66.23
;;;;;;382;;;66.94
;;;;;;383;;;67.34
;;;;;;384;;;66.81
;;;;;;385;;;64.89
;;;;;;386;;;61.61
;;;;;;387;;;57.11
;;;;;;388;;;51.22
;;;;;;389;;;43.87
;;;;;;390;;;35.01
;;;;;;391;;;25.25
;;;;;;392;;;15.32
;;;;;;393;;;5.35
;;;;;;394;;;-4.22
;;;;;;395;;;-14.03
;;;;;;396;;;-24.79
;;;;;;397;;;-35.47
;;;;;;398;;;-43.58
;;;;;;399;;;-47.51
;;;;;;400;;;-49.16
;;;;;;401;;;-50.46
;;;;;;402;;;-50.25
;;;;;;403;;;-47.92
;;;;;;404;;;-44.68
;;;;;;405;;;-41.29
;;;;;;406;;;-38.05
;;;;;;407;;;-34.76
;;;;;;408;;;-31.12
;;;;;;409;;;-27.41
;;;;;;410;;;-23.91
;;;;;;411;;;-20.87
;;;;;;412;;;-18.37
;;;;;;413;;;-16.05
;;;;;;414;;;-13.46
;;;;;;415;;;-10.46
;;;;;;416;;;-7.33
;;;;;;417;;;-4.05
;;;;;;418;;;-0.34
;;;;;;419;;;3.93
;;;;;;420;;;9.19
;;;;;;421;;;15.49
;;;;;;422;;;22.38
;;;;;;423;;;29.77
;;;;;;424;;;37.3
;;;;;;425;;;44.41
;;;;;;426;;;50.63
;;;;;;427;;;55.74
;;;;;;428;;;59.97
;;;;;;429;;;63.81
;;;;;;430;;;67.13
;;;;;;431;;;69.49
;;;;;;432;;;70.98
;;;;;;433;;;71.55
;;;;;;434;;;70.99
;;;;;;435;;;69.83
;;;;;;436;;;68.67
;;;;;;437;;;67.68
;;;;;;438;;;67.08
;;;;;;439;;;66.95
;;;;;;440;;;67.12
;;;;;;441;;;67.36
;;;;;;442;;;67.58
;;;;;;443;;;67.45
;;;;;;444;;;66.54
;;;;;;445;;;64.87
;;;;;;446;;;62.42
;;;;;;447;;;58.96
;;;;;;448;;;54.19
;;;;;;449;;;47.94
;;;;;;450;;;40.35
;;;;;;451;;;31.12
;;;;;;452;;;20.22
;;;;;;453;;;8.06
;;;;;;454;;;-4.51
;;;;;;455;;;-15.81
